regime,seed,query_id,main_nDCG,abl_nDCG,abl_served,absdiff
dataset_style,0,pancreas_244,0.7799082337019199,0.7799082337019199,True,0.0
dataset_style,0,pancreas_246,0.7630946912803437,0.7630946912803437,True,0.0
dataset_style,0,pancreas_255,0.2863459897524692,0.2863459897524692,True,0.0
dataset_style,0,pancreas_258,0.8389574121760601,0.8389574121760601,True,0.0
dataset_style,0,pancreas_266,0.35659643859662626,0.3565964385966262,True,5.551115123125783e-17
dataset_style,0,pancreas_269,0.15798796805449397,0.1579879680544939,True,8.326672684688674e-17
dataset_style,0,pancreas_280,0.8515543142729491,0.8515543142729491,True,0.0
dataset_style,0,pancreas_283,1.0,1.0,True,0.0
dataset_style,0,pancreas_289,0.0,0.0,True,0.0
dataset_style,0,pancreas_294,0.4220949603708208,0.4220949603708208,True,0.0
dataset_style,0,pancreas_297,0.0,0.0,True,0.0
dataset_style,0,pancreas_300,0.0,0.0,True,0.0
dataset_style,0,pancreas_303,0.0,0.0,True,0.0
dataset_style,0,pancreas_304,0.01048056029990858,0.0104805602999085,True,7.979727989493313e-17
dataset_style,0,pancreas_315,0.06444408340323714,0.0644440834032371,True,4.163336342344337e-17
dataset_style,0,pancreas_328,0.0,0.0,True,0.0
dataset_style,0,pancreas_329,0.32227224912195473,0.3222722491219547,True,5.551115123125783e-17
dataset_style,0,pancreas_334,0.0,0.0,True,0.0
dataset_style,0,pancreas_345,0.25053157016712596,0.250531570167126,True,5.551115123125783e-17
dataset_style,0,pancreas_364,0.11814306043550477,0.1181430604355047,True,6.938893903907228e-17
dataset_style,0,pancreas_366,0.0,0.0,True,0.0
dataset_style,0,pancreas_372,0.7104770117651426,0.7104770117651426,True,0.0
dataset_style,0,pancreas_377,0.508120027013427,0.508120027013427,True,0.0
dataset_style,0,pancreas_386,0.0,0.0,True,0.0
dataset_style,0,pancreas_387,0.030716875613565967,0.0307168756135659,True,6.591949208711867e-17
dataset_style,0,pancreas_391,0.0,0.0,True,0.0
dataset_style,0,pancreas_409,0.0,0.0,True,0.0
dataset_style,1,FLARE22_Tr_0006,0.10995264211990553,0.1099526421199055,True,2.7755575615628914e-17
dataset_style,1,FLARE22_Tr_0010,0.1799314820111718,0.1799314820111718,True,0.0
dataset_style,1,FLARE22_Tr_0011,0.18743321575133912,0.1874332157513391,True,2.7755575615628914e-17
dataset_style,1,FLARE22_Tr_0014,0.22211853869678244,0.2221185386967824,True,2.7755575615628914e-17
dataset_style,1,FLARE22_Tr_0018,0.46805099097797404,0.468050990977974,True,5.551115123125783e-17
dataset_style,1,FLARE22_Tr_0021,0.46945447024602927,0.4694544702460292,True,5.551115123125783e-17
dataset_style,1,FLARE22_Tr_0025,0.0,0.0,True,0.0
dataset_style,1,FLARE22_Tr_0028,0.4886192541691047,0.4886192541691046,True,5.551115123125783e-17
dataset_style,1,FLARE22_Tr_0031,0.23129151900931952,0.2312915190093195,True,2.7755575615628914e-17
dataset_style,1,FLARE22_Tr_0036,0.44618334843015683,0.4461833484301568,True,5.551115123125783e-17
dataset_style,1,FLARE22_Tr_0038,0.7849818707050383,0.7849818707050383,True,0.0
dataset_style,1,FLARE22_Tr_0043,0.0,0.0,True,0.0
dataset_style,1,FLARE22_Tr_0045,0.6846389223884005,0.6846389223884004,True,1.1102230246251565e-16
dataset_style,1,FLARE22_Tr_0050,0.7035822153345346,0.7035822153345346,True,0.0
dataset_style,1,FLARETs_0003,0.10626161634382852,0.1062616163438285,True,2.7755575615628914e-17
dataset_style,1,FLARETs_0006,0.3540765750978017,0.3540765750978017,True,0.0
dataset_style,1,FLARETs_0021,0.023363055231470906,0.0233630552314709,True,6.938893903907228e-18
dataset_style,1,FLARETs_0023,0.46020227524108925,0.4602022752410892,True,5.551115123125783e-17
dataset_style,1,FLARETs_0024,1.0,1.0,True,0.0
dataset_style,1,FLARETs_0033,0.0,0.0,True,0.0
dataset_style,1,FLARETs_0034,0.08926871391871365,0.0892687139187136,True,4.163336342344337e-17
dataset_style,1,FLARETs_0035,0.15457433957839828,0.1545743395783982,True,8.326672684688674e-17
dataset_style,1,FLARETs_0036,0.5158084819368932,0.5158084819368932,True,0.0
dataset_style,1,FLARETs_0039,0.3169926600350617,0.3169926600350617,True,0.0
dataset_style,1,FLARETs_0044,0.49463965556280104,0.494639655562801,True,5.551115123125783e-17
dataset_style,1,FLARETs_0050,0.4258322709546746,0.4258322709546746,True,0.0
dataset_style,1,LiTs-014,0.0,0.0,True,0.0
dataset_style,1,LiTs-015,0.0,0.0,True,0.0
dataset_style,1,LiTs-021,1.0,1.0,True,0.0
dataset_style,1,LiTs-022,1.0,1.0,True,0.0
dataset_style,1,LiTs-024,0.009088684028421674,0.0090886840284216,True,7.45931094670027e-17
dataset_style,1,LiTs-041,1.0,1.0,True,0.0
dataset_style,1,LiTs-044,0.6489315753318466,0.6489315753318466,True,0.0
dataset_style,1,LiTs-045,0.2329726085570736,0.2329726085570736,True,0.0
dataset_style,1,LiTs-046,0.0,0.0,True,0.0
dataset_style,1,LiTs-047,1.0,1.0,True,0.0
dataset_style,1,LiTs-059,1.0,1.0,True,0.0
dataset_style,1,LiTs-066,1.0,1.0,True,0.0
