track,semantics,precision_T,recall_T,f1_T,precision_F,recall_F,f1_F,precision_U,recall_U,f1_U,macro_F1,indeterminate_rate,unsupported_negative_rate
ref,closed_world,0.8144455252918288,0.8933048813016804,0.8520544459992367,0.983504134276347,0.9689982325335718,0.9761972984036021,0.0,0.0,0.0,0.6094172481342796,0.0,0.014104123693164789
ref,oakg,0.8144455252918288,0.8933048813016804,0.8520544459992367,1.0,0.48981167340470916,0.6575484434020155,0.0,0.0,0.0,0.5032009631337507,0.42994658063151214,0.0
ref,open_world,0.8144455252918288,0.8933048813016804,0.8520544459992367,1.0,0.48981167340470916,0.6575484434020155,0.0,0.0,0.0,0.5032009631337507,0.42994658063151214,0.0
