Epoch,TrLoss,VaLoss,TrDice,VaDice,TrIoU,VaIoU,PctData
30,0.1971241690750633,0.22852977054814497,0.8251064717769623,0.7824753150343895,0.7082878356533391,0.6564955376088619,30.3
31,0.18454234315348522,0.2633821001897256,0.8378909262163299,0.7505801543593407,0.725468632365976,0.6089344335099062,30.3
32,0.18114157779408352,0.22428262668351331,0.8441862538456917,0.8033591881394386,0.7342001465814454,0.6769629865884781,30.3
33,0.18047822852219855,0.25304388751586276,0.8454598731228283,0.7433740658064684,0.7356145999261311,0.60616609826684,30.3
34,0.1979756165029747,0.2664827151844899,0.8206362926534244,0.7281694288055102,0.7044343115495784,0.5843302607536316,30.3
35,0.19221987474609065,0.23303396192689738,0.8379524777064452,0.7856636742750803,0.7271724874908859,0.6571113467216492,40.44
36,0.18215011704612422,0.2644657629231612,0.8495872810080245,0.7540320754051208,0.7427974850744814,0.6154568282266458,40.44
37,0.1754209638850109,0.2242791603008906,0.8548207411894927,0.7773748462398847,0.7498915638472583,0.6443553442756335,40.44
38,0.1818935905356665,0.26257286096612614,0.8459143799704474,0.7422872620324293,0.7361816175886102,0.6038843194643656,40.44
39,0.18298346448589015,0.263151823853453,0.855209105723613,0.7400568090379238,0.7521884437348392,0.606440889959534,40.44
40,0.1834298132845525,0.259671392540137,0.8514629227391789,0.7474906320373217,0.7453317551800375,0.6075326999028524,48.46
41,0.18996622112025036,0.25355766372134286,0.842708951301789,0.7574073982735475,0.7317210094312604,0.6251478865742683,48.46
42,0.1819946188270376,0.2404827189942201,0.8539289249463028,0.7896678994099299,0.7484510072161642,0.6587986225883166,48.46
43,0.1703396843055661,0.2288886501143376,0.8595453661479308,0.7852403471867243,0.7580307075816594,0.6519657311340173,48.46
44,0.16354845129372028,0.25123092718422413,0.8656970871968216,0.7712075288097063,0.7655329141723975,0.6338648423552513,48.46
45,0.16797824138227632,0.2416293661420544,0.8595528923997692,0.775631753106912,0.7569352961054036,0.6398582321902117,55.50000000000001
46,0.17521161644482144,0.28381977633883554,0.8526631587860631,0.7004057218631109,0.7484666223035139,0.5543257078776757,55.50000000000001
47,0.16188264660098972,0.24941800348460674,0.8629774684999504,0.7540013392766317,0.762382351884655,0.6143428832292557,55.50000000000001
48,0.15126026129605724,0.22814841785778603,0.8727682823059606,0.7852877676486969,0.7768114559790668,0.6572275049984455,55.50000000000001
49,0.16568288937503217,0.23014748158554235,0.8609605069253959,0.7894240791598955,0.7592604098951116,0.6629049529631933,55.50000000000001
50,0.16290981708127156,0.23410750987629095,0.8652218141053852,0.7761213183403015,0.7650396023925982,0.6423683476944765,62.01
51,0.16139102864422297,0.23611418902873993,0.862152916297578,0.7698657115300497,0.7607945276979815,0.636502742767334,62.01
52,0.15864364946620507,0.2435537874698639,0.8661391902388188,0.7724693690737089,0.7664838255497447,0.6445932351052761,62.01
53,0.1529358775077159,0.26722316568096477,0.8710743769219047,0.7420634627342224,0.7742946059034582,0.6020071655511856,62.01
54,0.15767994555726386,0.2299507080266873,0.869523275839655,0.7856778800487518,0.7718254123863421,0.6560839749872684,62.01
55,0.15112339276075362,0.23603438399732113,0.877435549736023,0.7673478648066521,0.7843357653617858,0.6348423026502132,68.34
56,0.15189317637681962,0.24223674150804678,0.8761704168319702,0.8006696403026581,0.7823264932632447,0.6791185413797697,68.34
57,0.15167634093761445,0.26173540266851586,0.8798600301742554,0.7220020815730095,0.7879780802726746,0.5777353631953398,68.34
58,0.15329787522554397,0.23450286065538725,0.8774201583862304,0.7694185251990954,0.7842694544792175,0.6327020637691021,68.34
59,0.1490026280283928,0.2199774645268917,0.8844397873878479,0.8100133240222931,0.7949403104782105,0.6863873998324076,68.34
60,0.1507010627388954,0.23362794239073992,0.874935091495514,0.7925242483615875,0.7805034141540528,0.6704677641391754,68.34
61,0.14178859853744508,0.2376066856086254,0.8886085753440857,0.769169790049394,0.802109679222107,0.6330267960826556,68.34
62,0.1501486459374428,0.2460447745397687,0.8751563949584961,0.7672384195029736,0.7805115203857422,0.6350094632556041,68.34
63,0.1451860194802284,0.23122232283155122,0.8797270460128784,0.7700245107213656,0.787936722278595,0.6349363103508949,68.34
64,0.1445472349822521,0.23666918153564134,0.8808448543548584,0.7679737607638041,0.7889874176979065,0.6334911659359932,68.34
65,0.14833386971132598,0.21968297256777683,0.8815212976323427,0.8026162336270014,0.7909512419770234,0.6758839264512062,74.5
66,0.14370913732878482,0.22905689012259245,0.8813368051591581,0.7820561962823073,0.790215273408124,0.650010800609986,74.5
67,0.14006133937705173,0.24892866611480713,0.8835492121042127,0.7540391683578491,0.7937747244417233,0.6128311765690645,74.5
68,0.1438097341978637,0.22461242973804474,0.8788357888260027,0.805506428082784,0.7882300852424037,0.683790153513352,74.5
69,0.13899239500726226,0.24953793858488402,0.881628989303199,0.7466294256349405,0.7909190265366631,0.6095100231468678,74.5
70,0.13968100958932056,0.24714607807497183,0.8906732388656505,0.7576966683069865,0.8048021606285206,0.6207789828379949,74.5
71,0.1389667761285563,0.23302428455402455,0.887141568435205,0.7903036922216415,0.7995188030842189,0.6657893396914005,80.6
72,0.13091658455999317,0.24371947099765143,0.8937388058449771,0.76510072996219,0.8099897664946478,0.6263501594463984,80.6
73,0.13889544734076872,0.23213476253052553,0.887011459550342,0.7933191110690435,0.7988041075500282,0.6660439049204191,80.6
74,0.14093405843989268,0.21583849005401134,0.884401341145103,0.8077532052993774,0.7946514060368409,0.6835689321160316,80.6
75,0.13436572570857164,0.22169519122689962,0.8908937384147901,0.7807279750704765,0.8054182416683918,0.6476569697260857,80.6
76,0.13349899936568094,0.23250521160662174,0.8928987834904645,0.7893913698693117,0.8087488118861172,0.6621134604016939,80.6
77,0.12895010323641268,0.2681671765943368,0.8943269836741525,0.7348864302039146,0.8105779560031118,0.5932423993945122,80.6
78,0.13000380801590714,0.23510200964907804,0.8966651587067423,0.7847059220075607,0.8141158166769389,0.6548946611583233,80.6
79,0.12657537364174384,0.23707105902334055,0.8957804389096595,0.7874683613578478,0.8136889664707957,0.6608981676399708,80.6
80,0.1292338801911042,0.25430768573035795,0.8920727469636209,0.7477035274108251,0.8070623469802568,0.608763133486112,86.6
81,0.12738986941253613,0.227836853514115,0.8955175276822264,0.7863531497617563,0.8124020946850566,0.6587204212943713,86.6
82,0.13265238261822634,0.2269455110654235,0.8892624018327245,0.7877354323863983,0.8028420625992541,0.6620534484585127,86.6
83,0.12477979195192924,0.2567209353049596,0.8981301083504779,0.7423538615306219,0.816720925037216,0.6044007241725922,86.6
84,0.12856649349695481,0.2477487400174141,0.8945724041956775,0.7479278768102328,0.8116111669150539,0.6081962585449219,86.6
85,0.12728066339212304,0.256008663525184,0.8949401466285481,0.7591249942779541,0.8117635797051822,0.620595866193374,92.57
86,0.1221093639074003,0.22844262048602104,0.8998725281042211,0.7637000220517317,0.8197436209987191,0.6300275772809982,92.57
87,0.12716570614891895,0.2638521095116933,0.896202433459899,0.7688417757550875,0.8136354264091042,0.6356635938088099,92.57
88,0.12722574077984866,0.22672140722473463,0.8957376883310431,0.7851743313173453,0.8127301296767067,0.6590626488129298,92.57
89,0.12487741362522631,0.2588463667780161,0.8964076715357163,0.7400150746107101,0.8141911986996145,0.5980142379800478,92.57
90,0.12175842002034187,0.23179805123557648,0.9029523326290978,0.7809439202149709,0.8245271447632048,0.6487609446048737,98.44
91,0.12172905159079367,0.2344899165133635,0.9007203906774521,0.7700073271989822,0.8212596678071552,0.6379109012583891,98.44
92,0.11917780159662167,0.25987477228045464,0.9017734587192535,0.764058613528808,0.8224929061200884,0.6320339453717073,98.44
93,0.11842046202056938,0.22662070921311775,0.9002397096819348,0.7904767344395319,0.8202834967109892,0.6614198324580988,98.44
94,0.11726790997717115,0.2608337737619877,0.9028051283624438,0.7600110905865828,0.8241390046146181,0.6240272372961044,98.44
95,0.11974134410176772,0.24411508037398258,0.9021386914565915,0.7609214757879575,0.8236783707076735,0.6255387316147486,100.0
96,0.12054084988483965,0.23731397030254206,0.9030443784969101,0.7736144562562307,0.8247784887506662,0.6386118804415067,100.0
97,0.1196316127853641,0.24813071017464003,0.9027607551689356,0.748465413848559,0.824335784859996,0.61175420631965,100.0
98,0.1160503059951334,0.23598919622600079,0.9058799300688863,0.7652743409077326,0.8294264758870902,0.6338740723828474,100.0
99,0.11325808942236536,0.2290922005971273,0.906951940450512,0.8070906673868498,0.8310250522660427,0.684295284251372,100.0
100,0.1162821485208032,0.22857754801710448,0.9033778866783517,0.7929847116271654,0.825218171369834,0.6691718995571136,100.0
101,0.11220343007904585,0.2369659555455049,0.9085926745758682,0.7720554222663244,0.8337592932044483,0.6359073519706726,100.0
102,0.1123576390002269,0.2413162545611461,0.9078603868927461,0.7855374639232954,0.8326872707716103,0.657295980801185,100.0
103,0.11671776277689985,0.26473728691538173,0.90528874905383,0.7574033637841543,0.8282736500755685,0.6220097144444784,100.0
104,0.11192819881227499,0.22647809206197658,0.9092399490987016,0.7773281161983808,0.83467491630648,0.6531902806212505,100.0
