Epoch,TrLoss,VaLoss,TrDice,VaDice,TrIoU,VaIoU,PctData,k
1,0.795815110206604,0.5839209465718851,0.25716105103492737,0.45120264244515723,0.147552952170372,0.29652786509292883,10.0,1.0
2,0.7657852172851562,0.5912044578936042,0.30201810598373413,0.4454685545912603,0.17786885797977448,0.2929308098263857,10.0,1.0
3,0.6119218468666077,0.4961923960505462,0.4288577139377594,0.5533642416320196,0.2729591727256775,0.3875022870374889,10.0,1.0
4,0.5882620215415955,0.48675070848406815,0.4642438590526581,0.5620489022353801,0.30229008197784424,0.3961288349294081,10.0,1.0
5,0.5654520392417908,0.542537543468359,0.5052316784858704,0.4869852087846616,0.33799999952316284,0.32701693129975623,10.0,1.0
6,0.6482060551643372,0.5044735408410793,0.38779956102371216,0.5045797028919545,0.2405405342578888,0.3420411393773265,10.0,1.0
7,0.4205719530582428,0.4512317427774755,0.6050724387168884,0.5328094815699066,0.43376624584198,0.3706368863946054,10.0,1.0
8,0.45228075981140137,0.4433231324684329,0.5829846858978271,0.5241693681696566,0.4114173352718353,0.362871735833767,10.0,1.0
9,0.3652005195617676,0.45480008859459947,0.6228892803192139,0.515631244676869,0.4523160755634308,0.353680794195431,10.0,1.0
10,0.2357843965291977,0.4941922829645436,0.8005540370941162,0.4537223686532276,0.6674364805221558,0.29843222840530115,10.0,1.0
11,0.34141063690185547,0.5062543902455306,0.6265486478805542,0.4541508440927761,0.45618557929992676,0.2999106283049758,10.0,1.0
12,0.3758660952250163,0.4527989456929812,0.5800348023573557,0.5043494655955129,0.4395570506652196,0.3458650385642924,22.106527488588164,0.5
13,0.25931628545125324,0.4096178953967443,0.764918585618337,0.5324938329981594,0.6194730997085571,0.37157825707662395,22.106527488588164,0.5
14,0.2614239950974782,0.3885469978175512,0.6607171992460886,0.561796725886624,0.5528602202733358,0.4008164972793765,22.106527488588164,0.5
15,0.26235224306583405,0.35418087661993214,0.8067230383555094,0.5920195248795719,0.6810487707455953,0.43332429284729607,22.106527488588164,0.5
16,0.26606859266757965,0.3360378754938521,0.6272733211517334,0.6113908625230556,0.4823403060436249,0.44867506405202356,22.106527488588164,0.5
17,0.27393166224161786,0.332346829335864,0.6850790878136953,0.6120396910644159,0.5594340115785599,0.4503689829896136,22.106527488588164,0.5
18,0.17674612502257028,0.31770976941759993,0.808118979136149,0.6335963843072333,0.6803436279296875,0.4741468013423245,22.106527488588164,0.5
19,0.13181946923335394,0.3188022215191911,0.8943183024724325,0.6261152439728016,0.8103217283884684,0.4655830267725921,22.106527488588164,0.5
20,0.23828781147797903,0.33077189435319204,0.6550665895144144,0.60308855226854,0.5355286846558253,0.44043000224159984,22.106527488588164,0.5
21,0.17707180480162302,0.3118152551171256,0.6832524140675863,0.6295257359743118,0.5756029486656189,0.4701229903574397,22.106527488588164,0.5
22,0.2002763325969378,0.3463919402622595,0.722580095132192,0.5940666551270136,0.602341373761495,0.4334216524914997,22.106527488588164,0.5
23,0.1877769480148951,0.3258189313658854,0.8472790718078613,0.6198017669887077,0.738283614317576,0.46057094306480595,22.106527488588164,0.5
24,0.2013352562983831,0.33409989861453454,0.7290358245372772,0.6079683565511936,0.6185968319574991,0.446812300056946,22.106527488588164,0.5
25,0.18550023902207613,0.32305539853689147,0.8139271661639214,0.632065598557635,0.6955002695322037,0.4713456154596515,29.03929212137331,0.25
26,0.1835096711292863,0.2909704157855453,0.8006605431437492,0.679907657751223,0.6717220917344093,0.5227100836431108,29.03929212137331,0.25
27,0.1733015039935708,0.28998125453547735,0.7903766557574272,0.6860075520306099,0.6606962718069553,0.5296205987290639,29.03929212137331,0.25
28,0.2030595513060689,0.2809698491743425,0.7981677204370499,0.6861909693334161,0.6725284457206726,0.5308719320995051,29.03929212137331,0.25
29,0.17418012768030167,0.2776767820483301,0.8129954263567924,0.7025361835229688,0.6916006579995155,0.5476317156742259,29.03929212137331,0.25
30,0.1760536665096879,0.28464308980761505,0.7954114302992821,0.694242000216391,0.6694684885442257,0.5401807507363762,29.03929212137331,0.25
31,0.15674873162060976,0.2688754793347382,0.8019222766160965,0.7088779410937938,0.6787523999810219,0.5550712790431046,29.03929212137331,0.25
32,0.15617459267377853,0.25679268597102745,0.8269893303513527,0.7257461453356394,0.7147520333528519,0.5755483715272531,29.03929212137331,0.25
33,0.13816383760422468,0.26235521266736633,0.8418212831020355,0.7128127206389497,0.7313232272863388,0.5626160789553712,29.03929212137331,0.25
34,0.11655740439891815,0.2724792698352802,0.8677704930305481,0.7062977168981622,0.7683742567896843,0.555516622778846,29.03929212137331,0.25
35,0.15877131279557943,0.2675695750044613,0.7958455681800842,0.7242763224171429,0.6693899892270565,0.5759311576442021,29.03929212137331,0.25
36,0.21599786907434462,0.26111710107908015,0.7587509369850158,0.7252286054739138,0.6172945022583007,0.5734095097315021,31.387898169624528,0.125
37,0.21900244265794755,0.22891547231049073,0.7469770574569702,0.7587524408974299,0.6042508089542389,0.6173081837776231,31.387898169624528,0.125
38,0.20014230102300645,0.2336010084283061,0.780545620918274,0.7471999228000641,0.6461469614505768,0.6030103989490648,31.387898169624528,0.125
39,0.16460997611284256,0.21304924268184638,0.8137522315979004,0.7747627881968894,0.6930522549152375,0.6378483099908363,31.387898169624528,0.125
40,0.17764900833368302,0.2403243371262783,0.8040491580963135,0.7513320700424474,0.6776583456993103,0.6075466714981126,31.387898169624528,0.125
41,0.17574708372354508,0.22597449263784944,0.8024010491371155,0.7576104366197819,0.6750094139575958,0.6164709064291745,31.387898169624528,0.125
42,0.17954314470291138,0.22705858664178266,0.8073658776283265,0.7630236606772353,0.6832332134246826,0.6230187288871626,31.387898169624528,0.125
43,0.19508185881105336,0.2318514417402628,0.7958854680711572,0.7648074212597638,0.6653298843990673,0.6255020688219768,32.72147766641118,0.0625
44,0.18994439562613313,0.22634338169563106,0.8063878579573198,0.7691597684127528,0.6798247159882025,0.6295751642163206,32.72147766641118,0.0625
45,0.18499024771153927,0.2172798836013166,0.8160312216390263,0.7796317128146567,0.6932411444458094,0.6441681232394242,32.72147766641118,0.0625
46,0.19024272599527914,0.22512355946549556,0.8019086987741532,0.7758002390221852,0.6741603021660159,0.6384877159101207,34.79440467432058,0.03125
47,0.18254690184708564,0.24152817413574312,0.8158436984785141,0.7602211796655888,0.6932571410171448,0.617733812913662,34.79440467432058,0.03125
48,0.1790307636462873,0.22328118389336074,0.8124797344207764,0.7801049606102269,0.6891857890352127,0.6432334922435807,34.79440467432058,0.03125
49,0.19141438736082755,0.21407337532174298,0.808090915418651,0.7849916772144597,0.68373188090651,0.6505724140783635,36.88618200076499,0.015625
50,0.18853894539483607,0.2070353263761939,0.8148791300107355,0.7955023275642861,0.6936073315470186,0.6639646764208631,36.88618200076499,0.015625
51,0.1789406453297563,0.20472763415153433,0.8286145590756038,0.7991105492522077,0.7112865137727293,0.6686378528432149,36.88618200076499,0.015625
52,0.17227566466756064,0.2113506339672135,0.8296502224386555,0.7942989032442976,0.7120971593954791,0.6629026608496178,36.88618200076499,0.015625
53,0.1793580953388998,0.2135185139571748,0.8257663405104859,0.7931641027694796,0.7080397834516552,0.6604033973885746,36.88618200076499,0.015625
54,0.16260620579123497,0.2029360166591842,0.8426783076704365,0.7987987391832398,0.7317400092947973,0.6682424788794866,36.88618200076499,0.015625
55,0.16087468152176843,0.20679462155917797,0.8416961602968712,0.7966937444558958,0.7303627186442074,0.6672494084369845,36.88618200076499,0.015625
56,0.1680003550567039,0.2083469739229214,0.8415584425403647,0.7935468961552876,0.7293230091055779,0.6618466907885017,36.88618200076499,0.015625
57,0.15533340763147563,0.2020681042496751,0.8551871678600572,0.8028249144554138,0.7491683314924371,0.6736332338030745,36.88618200076499,0.015625
58,0.14973955182996515,0.21054365749402745,0.8516253600381825,0.7930718994722133,0.744783148373643,0.6606347648108878,36.88618200076499,0.015625
59,0.14728457633763142,0.2022793009513762,0.8595785237338445,0.8049187791056749,0.756281413444101,0.676993315539709,36.88618200076499,0.015625
60,0.15581357326001338,0.20603275044662198,0.8490374341402969,0.8037740246551793,0.7409302959703419,0.6752520225396971,36.88618200076499,0.015625
61,0.15034250070045635,0.2002104002891517,0.8594471695946484,0.8052300476446385,0.7558912307750888,0.6768805152032433,38.62103462255265,0.0078125
62,0.13976477168318702,0.20683390656259001,0.8642150752428102,0.7997179685569391,0.7636125981807709,0.670409941455213,38.62103462255265,0.0078125
63,0.14263142145624974,0.20558802710800636,0.8666883365410131,0.804093376165483,0.7674548364267116,0.6758446126449399,38.62103462255265,0.0078125
64,0.13447593715859624,0.18655893024874898,0.8708422656466321,0.8173665884064465,0.7730823820684014,0.6940021754764929,38.62103462255265,0.0078125
65,0.1389109268784523,0.19277399678419277,0.8666801292721819,0.8148493163469361,0.7668931048090865,0.690636817638467,38.62103462255265,0.0078125
66,0.13921756020224677,0.1951342989213583,0.8679677909467278,0.8162631690502167,0.769477136251403,0.69286965887721,38.62103462255265,0.0078125
67,0.13801464497497895,0.1914019760016988,0.8685501334143848,0.8136531543440935,0.7707611067992884,0.6888520739427427,38.62103462255265,0.0078125
68,0.14584763178771193,0.20302701577907656,0.8621839542280544,0.8089332864051912,0.7603266889398749,0.6825870166464549,40.0481308640334,0.00390625
69,0.1467792667363855,0.1988288397650893,0.8667713180184364,0.8074753597015287,0.7673392688686197,0.6806098818778992,40.0481308640334,0.00390625
70,0.1318910814059729,0.18758916073456045,0.8749563057314266,0.8152705976148931,0.7806359434669669,0.6909709329285273,40.0481308640334,0.00390625
71,0.1300618269521257,0.19097628762445798,0.8727320976879286,0.8164512907586446,0.7766083945398745,0.6931333036684408,41.52885243420532,0.001953125
72,0.13802135322728884,0.1907115696770389,0.8697136420270671,0.8160448503203508,0.7723463190638501,0.6917474364362112,41.52885243420532,0.001953125
73,0.12987912640623425,0.19047262783094152,0.8731324134961419,0.8214110106956668,0.7777363107256268,0.7003752840001408,41.52885243420532,0.001953125
74,0.12694779585581273,0.20030712790605498,0.8773006610572338,0.8094533689138366,0.7840333605806032,0.6834039913444985,43.07261818124295,0.0009765625
75,0.12066843593493104,0.18738081006378662,0.8835936672985554,0.8220521560529384,0.7938680915782849,0.7011933094117699,43.07261818124295,0.0009765625
76,0.12566124519798905,0.19925753745000538,0.8823790320505699,0.8156858224694322,0.7914922131846348,0.6921740548639763,43.07261818124295,0.0009765625
77,0.12647472035139798,0.19460286418112313,0.8825841593742371,0.8118431539070315,0.7925821816921235,0.6861524320230251,44.77251659908193,0.00048828125
78,0.12602629698812962,0.1900944896042347,0.8803665459156036,0.814700598396906,0.7885959231853485,0.6915390716820229,44.77251659908193,0.00048828125
79,0.1264312247931957,0.19374875251839802,0.8807444590330124,0.8201979842127823,0.7893880218267441,0.698132096994214,44.77251659908193,0.00048828125
80,0.1294115701188835,0.202609045567309,0.8793356945881476,0.8065851221724254,0.7866186172916338,0.6786645970693449,46.45726567223386,0.000244140625
81,0.1280473847157107,0.1901307426756475,0.8804535642266273,0.818928417636127,0.7883641937604318,0.6971237779390521,46.45726567223386,0.000244140625
82,0.12147394829214765,0.18816765743057903,0.8869900210545614,0.8199194982284452,0.7989983799365851,0.6979744027300578,46.45726567223386,0.000244140625
83,0.12208943686413544,0.18608671254137668,0.8842360382830655,0.8188282861942198,0.7951650547760504,0.6959800087824101,48.10807352225869,0.0001220703125
84,0.12699820856667227,0.17999571534555134,0.8790306962198682,0.8256976640805965,0.7867103119691213,0.7063418059814267,48.10807352225869,0.0001220703125
85,0.12527013414849839,0.18868065607257006,0.8814291854699453,0.8144375194863576,0.7905369083638545,0.6904816289500493,48.10807352225869,0.0001220703125
86,0.12233059018574378,0.19410416683772716,0.8804190848712568,0.8163943377936759,0.7894352691041099,0.6941382855903812,48.10807352225869,0.0001220703125
87,0.118800840202581,0.1764344384030598,0.8896974761176992,0.8218953783919172,0.803150024678972,0.7002819580275838,48.10807352225869,0.0001220703125
88,0.11626111084802283,0.18262844759880043,0.8910999397436777,0.8222081305050268,0.8053257531589932,0.7011448919046216,48.10807352225869,0.0001220703125
89,0.12347885607569306,0.18193746803373825,0.8866210110761501,0.8227656251046715,0.798256058383871,0.7025607362753008,48.10807352225869,0.0001220703125
90,0.11931422949527148,0.18831576488730384,0.8881683035029305,0.8214993549556266,0.8007045603460736,0.7002073969782853,48.10807352225869,0.0001220703125
91,0.12035449903591403,0.19278742627399723,0.8851629687207085,0.8202415653845159,0.7963484381990773,0.6978031291467387,49.81005023306399,6.103515625e-05
92,0.11861085878419024,0.19549161704575144,0.8902300314179489,0.8138109416496463,0.8038930499127933,0.6886925813628406,49.81005023306399,6.103515625e-05
93,0.11652652689787958,0.20027269395749744,0.8913482997034278,0.8143692554497137,0.8059853496296066,0.6904424599758009,49.81005023306399,6.103515625e-05
94,0.12358507905797712,0.1879969658102931,0.8811762127383002,0.8264936514017058,0.7919027787344209,0.7067705865313367,51.541485038361905,3.0517578125e-05
95,0.11526938421844408,0.19081629994438914,0.8905766020561087,0.8158110627313939,0.8051943511798464,0.692252962691028,51.541485038361905,3.0517578125e-05
96,0.1159045347494298,0.18481077262904586,0.8880965026288197,0.8208087784488026,0.8010455976272451,0.6992336228126432,51.541485038361905,3.0517578125e-05
97,0.12006639689207077,0.18380910421653493,0.8826303655902544,0.8241462409496307,0.7939333451290925,0.7044042614175052,53.2134873488035,1.52587890625e-05
98,0.11715994787712893,0.1858665964043722,0.8894976610938709,0.8264522007325801,0.8034328276912371,0.7072706455137672,53.2134873488035,1.52587890625e-05
99,0.11186495525762438,0.18700711156536892,0.8903712064027787,0.8141129234941994,0.8053534343838692,0.6904131642928938,53.2134873488035,1.52587890625e-05
100,0.11702126961171143,0.1847001982898247,0.8891651567404832,0.822332773266769,0.8037100099935764,0.7018579542636871,54.8992176894733,7.62939453125e-06
101,0.11373320836725274,0.17983690154079984,0.8906391873592283,0.8294722583235764,0.806214176784686,0.7112790549673685,54.8992176894733,7.62939453125e-06
102,0.11616839492708687,0.19123941096590785,0.8881558989121662,0.8147878087148434,0.8018518494881266,0.6908547118669603,54.8992176894733,7.62939453125e-06
103,0.11277534287628227,0.19589235142963687,0.8947403764161538,0.8181536597449605,0.8117240010284064,0.695436228339265,56.455986851355476,3.814697265625e-06
104,0.11365735915115499,0.17601500615114118,0.8930408245935215,0.8270301891536247,0.8096048508103438,0.7081757071541577,56.455986851355476,3.814697265625e-06
105,0.11330643715703581,0.1826508030658815,0.892191082004487,0.821888778994723,0.8076380711840833,0.7014805892618691,56.455986851355476,3.814697265625e-06
106,0.11038270375625354,0.1846833980483253,0.8962154341494943,0.8216969101894193,0.814741170312476,0.7009127321766644,56.455986851355476,3.814697265625e-06
107,0.10887541701122531,0.19463756916726507,0.8964334214766194,0.815561014704588,0.8143162863461051,0.6913382490960563,56.455986851355476,3.814697265625e-06
108,0.10997023095305149,0.17929262885960137,0.8977025339236626,0.8245158915112658,0.8167713353267083,0.7048145321811118,57.84825927852477,1.9073486328125e-06
109,0.10626120034318703,0.18435378936005803,0.8963030205323146,0.8276375641183156,0.8142659870477823,0.7082376494640257,57.84825927852477,1.9073486328125e-06
110,0.10494735954472652,0.18373163744080356,0.8992548850866464,0.8199491079260663,0.8192325161053584,0.6976149743650017,57.84825927852477,1.9073486328125e-06
111,0.10944537291849467,0.18173892605232028,0.893444500023261,0.8215073732341208,0.8099442850378223,0.7008208207240919,59.11665106909289,9.5367431640625e-07
112,0.11418932188946501,0.17825456390657077,0.8904767403925272,0.8296430627020394,0.8055646800457087,0.7115597208825554,59.11665106909289,9.5367431640625e-07
113,0.11415092341769907,0.17900526687139418,0.8916289048983639,0.8204485817653376,0.8072198252928885,0.6994847273681222,59.11665106909289,9.5367431640625e-07
114,0.11702237728017348,0.1751099192514652,0.895104381773207,0.8330046658108874,0.8126791305012173,0.7164732086949233,59.99298101906457,4.76837158203125e-07
115,0.11271639311755145,0.1798662126246022,0.8958102915022108,0.8295303248777622,0.8138807561662462,0.7116174850522018,59.99298101906457,4.76837158203125e-07
116,0.12011433588685813,0.1807104466346706,0.8893715681853118,0.8240948239477669,0.8031543466779921,0.7046433291057261,59.99298101906457,4.76837158203125e-07
117,0.11190288224154049,0.18071335136163524,0.8974233874568233,0.8254193859856304,0.8155351488678544,0.7057672310166243,59.99298101906457,4.76837158203125e-07
