regime,OAKG,OAKG_Union,delta_obs,ci_low,ci_high,p_value,n_queries,n_query_seed_rows,holm_p,significant_0_05
hard_distractor,0.3691654471356987,0.9418729944783383,-0.5727075473426397,-0.7073278348026902,-0.4315740154460427,9.999000099990002e-05,41,41,9.999000099990002e-05,True
