stratum,family,query_id,query_source,method,metric,value,n_candidates,n_graded_relevant,n_binary_relevant
same-source,primary,Q0029,msd_pancreas,OAKG-Union,recall@10,0.0,280,2,2
same-source,primary,Q0029,msd_pancreas,OAKG-Union,map,0.013276980874316939,280,2,2
same-source,primary,Q0029,msd_pancreas,WL,ndcg@10,0.0,280,2,2
same-source,primary,Q0029,msd_pancreas,WL,precision@10,0.0,280,2,2
same-source,primary,Q0029,msd_pancreas,WL,recall@10,0.0,280,2,2
same-source,primary,Q0029,msd_pancreas,WL,map,0.005562696076398966,280,2,2
same-source,primary,Q0029,msd_pancreas,ZeroImputation,ndcg@10,0.0,280,2,2
same-source,primary,Q0029,msd_pancreas,ZeroImputation,precision@10,0.0,280,2,2
same-source,primary,Q0029,msd_pancreas,ZeroImputation,recall@10,0.0,280,2,2
same-source,primary,Q0029,msd_pancreas,ZeroImputation,map,0.007062957943817902,280,2,2
same-source,primary,Q0030,msd_pancreas,MissingnessIndicators,ndcg@10,0.49639329739530086,280,121,121
same-source,primary,Q0030,msd_pancreas,MissingnessIndicators,precision@10,0.6,280,121,121
same-source,primary,Q0030,msd_pancreas,MissingnessIndicators,recall@10,0.049586776859504134,280,121,121
same-source,primary,Q0030,msd_pancreas,MissingnessIndicators,map,0.40285223275709797,280,121,121
same-source,primary,Q0030,msd_pancreas,OAKG,ndcg@10,0.0,280,121,121
same-source,primary,Q0030,msd_pancreas,OAKG,precision@10,0.0,280,121,121
same-source,primary,Q0030,msd_pancreas,OAKG,recall@10,0.0,280,121,121
same-source,primary,Q0030,msd_pancreas,OAKG,map,0.2668450725925354,280,121,121
same-source,primary,Q0030,msd_pancreas,OAKG-Union,ndcg@10,0.0,280,121,121
same-source,primary,Q0030,msd_pancreas,OAKG-Union,precision@10,0.0,280,121,121
same-source,primary,Q0030,msd_pancreas,OAKG-Union,recall@10,0.0,280,121,121
same-source,primary,Q0030,msd_pancreas,OAKG-Union,map,0.2668450725925354,280,121,121
same-source,primary,Q0030,msd_pancreas,WL,ndcg@10,0.6402900881481707,280,121,121
same-source,primary,Q0030,msd_pancreas,WL,precision@10,0.7,280,121,121
same-source,primary,Q0030,msd_pancreas,WL,recall@10,0.05785123966942149,280,121,121
same-source,primary,Q0030,msd_pancreas,WL,map,0.627594934434312,280,121,121
same-source,primary,Q0030,msd_pancreas,ZeroImputation,ndcg@10,0.5455017237786199,280,121,121
same-source,primary,Q0030,msd_pancreas,ZeroImputation,precision@10,0.6,280,121,121
same-source,primary,Q0030,msd_pancreas,ZeroImputation,recall@10,0.049586776859504134,280,121,121
same-source,primary,Q0030,msd_pancreas,ZeroImputation,map,0.40698054657786475,280,121,121
same-source,primary,Q0031,msd_pancreas,MissingnessIndicators,ndcg@10,0.6306637463657282,280,121,121
same-source,primary,Q0031,msd_pancreas,MissingnessIndicators,precision@10,0.6,280,121,121
same-source,primary,Q0031,msd_pancreas,MissingnessIndicators,recall@10,0.049586776859504134,280,121,121
same-source,primary,Q0031,msd_pancreas,MissingnessIndicators,map,0.5397053334349652,280,121,121
same-source,primary,Q0031,msd_pancreas,OAKG,ndcg@10,0.0,280,121,121
same-source,primary,Q0031,msd_pancreas,OAKG,precision@10,0.0,280,121,121
same-source,primary,Q0031,msd_pancreas,OAKG,recall@10,0.0,280,121,121
same-source,primary,Q0031,msd_pancreas,OAKG,map,0.3772447243525355,280,121,121
same-source,primary,Q0031,msd_pancreas,OAKG-Union,ndcg@10,0.0,280,121,121
same-source,primary,Q0031,msd_pancreas,OAKG-Union,precision@10,0.0,280,121,121
same-source,primary,Q0031,msd_pancreas,OAKG-Union,recall@10,0.0,280,121,121
same-source,primary,Q0031,msd_pancreas,OAKG-Union,map,0.3772447243525355,280,121,121
same-source,primary,Q0031,msd_pancreas,WL,ndcg@10,0.6402900881481707,280,121,121
same-source,primary,Q0031,msd_pancreas,WL,precision@10,0.7,280,121,121
same-source,primary,Q0031,msd_pancreas,WL,recall@10,0.05785123966942149,280,121,121
same-source,primary,Q0031,msd_pancreas,WL,map,0.627594934434312,280,121,121
same-source,primary,Q0031,msd_pancreas,ZeroImputation,ndcg@10,0.6320787427864671,280,121,121
same-source,primary,Q0031,msd_pancreas,ZeroImputation,precision@10,0.7,280,121,121
same-source,primary,Q0031,msd_pancreas,ZeroImputation,recall@10,0.05785123966942149,280,121,121
same-source,primary,Q0031,msd_pancreas,ZeroImputation,map,0.5313552767264994,280,121,121
same-source,primary,Q0032,msd_pancreas,MissingnessIndicators,ndcg@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,MissingnessIndicators,precision@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,MissingnessIndicators,recall@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,MissingnessIndicators,map,0.02,280,2,1
same-source,primary,Q0032,msd_pancreas,OAKG,ndcg@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,OAKG,precision@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,OAKG,recall@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,OAKG,map,0.006289308176100629,280,2,1
same-source,primary,Q0032,msd_pancreas,OAKG-Union,ndcg@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,OAKG-Union,precision@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,OAKG-Union,recall@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,OAKG-Union,map,0.006289308176100629,280,2,1
same-source,primary,Q0032,msd_pancreas,WL,ndcg@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,WL,precision@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,WL,recall@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,WL,map,0.003745318352059925,280,2,1
same-source,primary,Q0032,msd_pancreas,ZeroImputation,ndcg@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,ZeroImputation,precision@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,ZeroImputation,recall@10,0.0,280,2,1
same-source,primary,Q0032,msd_pancreas,ZeroImputation,map,0.02127659574468085,280,2,1
same-source,primary,Q0033,msd_pancreas,MissingnessIndicators,ndcg@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,MissingnessIndicators,precision@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,MissingnessIndicators,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0033,msd_pancreas,MissingnessIndicators,map,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,OAKG,ndcg@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,OAKG,precision@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,OAKG,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0033,msd_pancreas,OAKG,map,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,OAKG-Union,ndcg@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,OAKG-Union,precision@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,OAKG-Union,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0033,msd_pancreas,OAKG-Union,map,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,WL,ndcg@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,WL,precision@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,WL,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0033,msd_pancreas,WL,map,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,ZeroImputation,ndcg@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,ZeroImputation,precision@10,1.0,280,280,280
same-source,primary,Q0033,msd_pancreas,ZeroImputation,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0033,msd_pancreas,ZeroImputation,map,1.0,280,280,280
same-source,primary,Q0034,msd_pancreas,MissingnessIndicators,ndcg@10,0.7484827570411833,280,280,120
same-source,primary,Q0034,msd_pancreas,MissingnessIndicators,precision@10,0.7,280,280,120
same-source,primary,Q0034,msd_pancreas,MissingnessIndicators,recall@10,0.058333333333333334,280,280,120
same-source,primary,Q0034,msd_pancreas,MissingnessIndicators,map,0.5621272710061143,280,280,120
same-source,primary,Q0034,msd_pancreas,OAKG,ndcg@10,1.0,280,280,120
same-source,primary,Q0034,msd_pancreas,OAKG,precision@10,1.0,280,280,120
same-source,primary,Q0034,msd_pancreas,OAKG,recall@10,0.08333333333333333,280,280,120
same-source,primary,Q0034,msd_pancreas,OAKG,map,0.5646616281363206,280,280,120
same-source,primary,Q0034,msd_pancreas,OAKG-Union,ndcg@10,1.0,280,280,120
same-source,primary,Q0034,msd_pancreas,OAKG-Union,precision@10,1.0,280,280,120
same-source,primary,Q0034,msd_pancreas,OAKG-Union,recall@10,0.08333333333333333,280,280,120
same-source,primary,Q0034,msd_pancreas,OAKG-Union,map,0.5646616281363206,280,280,120
same-source,primary,Q0034,msd_pancreas,WL,ndcg@10,0.6916772184127177,280,280,120
same-source,primary,Q0034,msd_pancreas,WL,precision@10,0.7,280,280,120
same-source,primary,Q0034,msd_pancreas,WL,recall@10,0.058333333333333334,280,280,120
same-source,primary,Q0034,msd_pancreas,WL,map,0.6266153143814469,280,280,120
same-source,primary,Q0034,msd_pancreas,ZeroImputation,ndcg@10,0.8180916863089303,280,280,120
same-source,primary,Q0034,msd_pancreas,ZeroImputation,precision@10,0.8,280,280,120
same-source,primary,Q0034,msd_pancreas,ZeroImputation,recall@10,0.06666666666666667,280,280,120
same-source,primary,Q0034,msd_pancreas,ZeroImputation,map,0.5493772084575493,280,280,120
same-source,primary,Q0035,msd_pancreas,MissingnessIndicators,ndcg@10,0.13568544539116628,280,132,132
same-source,primary,Q0035,msd_pancreas,MissingnessIndicators,precision@10,0.2,280,132,132
same-source,primary,Q0035,msd_pancreas,MissingnessIndicators,recall@10,0.015151515151515152,280,132,132
same-source,primary,Q0035,msd_pancreas,MissingnessIndicators,map,0.3309894084387303,280,132,132
same-source,primary,Q0035,msd_pancreas,OAKG,ndcg@10,0.4193979998881982,280,132,132
same-source,primary,Q0035,msd_pancreas,OAKG,precision@10,0.4,280,132,132
same-source,primary,Q0035,msd_pancreas,OAKG,recall@10,0.030303030303030304,280,132,132
same-source,primary,Q0035,msd_pancreas,OAKG,map,0.46816301819042955,280,132,132
same-source,primary,Q0035,msd_pancreas,OAKG-Union,ndcg@10,0.4193979998881982,280,132,132
same-source,primary,Q0035,msd_pancreas,OAKG-Union,precision@10,0.4,280,132,132
same-source,primary,Q0035,msd_pancreas,OAKG-Union,recall@10,0.030303030303030304,280,132,132
same-source,primary,Q0035,msd_pancreas,OAKG-Union,map,0.46816301819042955,280,132,132
same-source,primary,Q0035,msd_pancreas,WL,ndcg@10,1.0,280,132,132
same-source,primary,Q0035,msd_pancreas,WL,precision@10,1.0,280,132,132
same-source,primary,Q0035,msd_pancreas,WL,recall@10,0.07575757575757576,280,132,132
same-source,primary,Q0035,msd_pancreas,WL,map,0.6162117765296835,280,132,132
same-source,primary,Q0035,msd_pancreas,ZeroImputation,ndcg@10,0.14465249243306436,280,132,132
same-source,primary,Q0035,msd_pancreas,ZeroImputation,precision@10,0.2,280,132,132
same-source,primary,Q0035,msd_pancreas,ZeroImputation,recall@10,0.015151515151515152,280,132,132
same-source,primary,Q0035,msd_pancreas,ZeroImputation,map,0.3299219935581519,280,132,132
same-source,primary,Q0036,msd_pancreas,MissingnessIndicators,ndcg@10,1.0,280,280,120
same-source,primary,Q0036,msd_pancreas,MissingnessIndicators,precision@10,1.0,280,280,120
same-source,primary,Q0036,msd_pancreas,MissingnessIndicators,recall@10,0.08333333333333333,280,280,120
same-source,primary,Q0036,msd_pancreas,MissingnessIndicators,map,0.6959352657029476,280,280,120
same-source,primary,Q0036,msd_pancreas,OAKG,ndcg@10,1.0,280,280,120
same-source,primary,Q0036,msd_pancreas,OAKG,precision@10,1.0,280,280,120
same-source,primary,Q0036,msd_pancreas,OAKG,recall@10,0.08333333333333333,280,280,120
same-source,primary,Q0036,msd_pancreas,OAKG,map,0.8745289245654863,280,280,120
same-source,primary,Q0036,msd_pancreas,OAKG-Union,ndcg@10,1.0,280,280,120
same-source,primary,Q0036,msd_pancreas,OAKG-Union,precision@10,1.0,280,280,120
same-source,primary,Q0036,msd_pancreas,OAKG-Union,recall@10,0.08333333333333333,280,280,120
same-source,primary,Q0036,msd_pancreas,OAKG-Union,map,0.8745289245654863,280,280,120
same-source,primary,Q0036,msd_pancreas,WL,ndcg@10,0.6916772184127177,280,280,120
same-source,primary,Q0036,msd_pancreas,WL,precision@10,0.7,280,280,120
same-source,primary,Q0036,msd_pancreas,WL,recall@10,0.058333333333333334,280,280,120
same-source,primary,Q0036,msd_pancreas,WL,map,0.6267606663747092,280,280,120
same-source,primary,Q0036,msd_pancreas,ZeroImputation,ndcg@10,1.0,280,280,120
same-source,primary,Q0036,msd_pancreas,ZeroImputation,precision@10,1.0,280,280,120
same-source,primary,Q0036,msd_pancreas,ZeroImputation,recall@10,0.08333333333333333,280,280,120
same-source,primary,Q0036,msd_pancreas,ZeroImputation,map,0.6452354730165342,280,280,120
same-source,primary,Q0037,msd_pancreas,MissingnessIndicators,ndcg@10,1.0,280,280,131
same-source,primary,Q0037,msd_pancreas,MissingnessIndicators,precision@10,1.0,280,280,131
same-source,primary,Q0037,msd_pancreas,MissingnessIndicators,recall@10,0.07633587786259542,280,280,131
same-source,primary,Q0037,msd_pancreas,MissingnessIndicators,map,0.8286657661632988,280,280,131
same-source,primary,Q0037,msd_pancreas,OAKG,ndcg@10,0.6261043923059075,280,280,131
same-source,primary,Q0037,msd_pancreas,OAKG,precision@10,0.4,280,280,131
same-source,primary,Q0037,msd_pancreas,OAKG,recall@10,0.030534351145038167,280,280,131
same-source,primary,Q0037,msd_pancreas,OAKG,map,0.45075002870756964,280,280,131
same-source,primary,Q0037,msd_pancreas,OAKG-Union,ndcg@10,0.6261043923059075,280,280,131
same-source,primary,Q0037,msd_pancreas,OAKG-Union,precision@10,0.4,280,280,131
same-source,primary,Q0037,msd_pancreas,OAKG-Union,recall@10,0.030534351145038167,280,280,131
same-source,primary,Q0037,msd_pancreas,OAKG-Union,map,0.45075002870756964,280,280,131
same-source,primary,Q0037,msd_pancreas,WL,ndcg@10,1.0,280,280,131
same-source,primary,Q0037,msd_pancreas,WL,precision@10,1.0,280,280,131
same-source,primary,Q0037,msd_pancreas,WL,recall@10,0.07633587786259542,280,280,131
same-source,primary,Q0037,msd_pancreas,WL,map,0.6152107634800676,280,280,131
same-source,primary,Q0037,msd_pancreas,ZeroImputation,ndcg@10,1.0,280,280,131
same-source,primary,Q0037,msd_pancreas,ZeroImputation,precision@10,1.0,280,280,131
same-source,primary,Q0037,msd_pancreas,ZeroImputation,recall@10,0.07633587786259542,280,280,131
same-source,primary,Q0037,msd_pancreas,ZeroImputation,map,0.8156248670354246,280,280,131
same-source,primary,Q0038,msd_pancreas,MissingnessIndicators,ndcg@10,0.29382270210755734,280,131,2
same-source,primary,Q0038,msd_pancreas,MissingnessIndicators,precision@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,MissingnessIndicators,recall@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,MissingnessIndicators,map,0.008054287163876205,280,131,2
same-source,primary,Q0038,msd_pancreas,OAKG,ndcg@10,0.24789885215535917,280,131,2
same-source,primary,Q0038,msd_pancreas,OAKG,precision@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,OAKG,recall@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,OAKG,map,0.011333163069850594,280,131,2
same-source,primary,Q0038,msd_pancreas,OAKG-Union,ndcg@10,0.24789885215535917,280,131,2
same-source,primary,Q0038,msd_pancreas,OAKG-Union,precision@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,OAKG-Union,recall@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,OAKG-Union,map,0.011333163069850594,280,131,2
same-source,primary,Q0038,msd_pancreas,WL,ndcg@10,0.3170853252047272,280,131,2
same-source,primary,Q0038,msd_pancreas,WL,precision@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,WL,recall@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,WL,map,0.005562696076398966,280,131,2
same-source,primary,Q0038,msd_pancreas,ZeroImputation,ndcg@10,0.27281446011733573,280,131,2
same-source,primary,Q0038,msd_pancreas,ZeroImputation,precision@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,ZeroImputation,recall@10,0.0,280,131,2
same-source,primary,Q0038,msd_pancreas,ZeroImputation,map,0.007709600253624233,280,131,2
same-source,primary,Q0039,msd_pancreas,MissingnessIndicators,ndcg@10,1.0,280,120,120
same-source,primary,Q0039,msd_pancreas,MissingnessIndicators,precision@10,1.0,280,120,120
same-source,primary,Q0039,msd_pancreas,MissingnessIndicators,recall@10,0.08333333333333333,280,120,120
same-source,primary,Q0039,msd_pancreas,MissingnessIndicators,map,0.6919177614768827,280,120,120
same-source,primary,Q0039,msd_pancreas,OAKG,ndcg@10,1.0,280,120,120
same-source,primary,Q0039,msd_pancreas,OAKG,precision@10,1.0,280,120,120
same-source,primary,Q0039,msd_pancreas,OAKG,recall@10,0.08333333333333333,280,120,120
same-source,primary,Q0039,msd_pancreas,OAKG,map,0.8951508575337167,280,120,120
same-source,primary,Q0039,msd_pancreas,OAKG-Union,ndcg@10,1.0,280,120,120
same-source,primary,Q0039,msd_pancreas,OAKG-Union,precision@10,1.0,280,120,120
same-source,primary,Q0039,msd_pancreas,OAKG-Union,recall@10,0.08333333333333333,280,120,120
same-source,primary,Q0039,msd_pancreas,OAKG-Union,map,0.8951508575337167,280,120,120
same-source,primary,Q0039,msd_pancreas,WL,ndcg@10,0.5079937796926363,280,120,120
same-source,primary,Q0039,msd_pancreas,WL,precision@10,0.6,280,120,120
same-source,primary,Q0039,msd_pancreas,WL,recall@10,0.05,280,120,120
same-source,primary,Q0039,msd_pancreas,WL,map,0.6120028020442542,280,120,120
same-source,primary,Q0039,msd_pancreas,ZeroImputation,ndcg@10,1.0,280,120,120
same-source,primary,Q0039,msd_pancreas,ZeroImputation,precision@10,1.0,280,120,120
same-source,primary,Q0039,msd_pancreas,ZeroImputation,recall@10,0.08333333333333333,280,120,120
same-source,primary,Q0039,msd_pancreas,ZeroImputation,map,0.6370908416426256,280,120,120
same-source,primary,Q0040,msd_pancreas,MissingnessIndicators,ndcg@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,MissingnessIndicators,precision@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,MissingnessIndicators,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0040,msd_pancreas,MissingnessIndicators,map,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,OAKG,ndcg@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,OAKG,precision@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,OAKG,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0040,msd_pancreas,OAKG,map,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,OAKG-Union,ndcg@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,OAKG-Union,precision@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,OAKG-Union,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0040,msd_pancreas,OAKG-Union,map,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,WL,ndcg@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,WL,precision@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,WL,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0040,msd_pancreas,WL,map,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,ZeroImputation,ndcg@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,ZeroImputation,precision@10,1.0,280,280,280
same-source,primary,Q0040,msd_pancreas,ZeroImputation,recall@10,0.03571428571428571,280,280,280
same-source,primary,Q0040,msd_pancreas,ZeroImputation,map,1.0,280,280,280
same-source,primary,Q0041,msd_pancreas,MissingnessIndicators,ndcg@10,0.06625422345438903,280,121,69
same-source,primary,Q0041,msd_pancreas,MissingnessIndicators,precision@10,0.1,280,121,69
same-source,primary,Q0041,msd_pancreas,MissingnessIndicators,recall@10,0.014492753623188406,280,121,69
same-source,primary,Q0041,msd_pancreas,MissingnessIndicators,map,0.2750528809994799,280,121,69
same-source,primary,Q0041,msd_pancreas,OAKG,ndcg@10,0.0,280,121,69
same-source,primary,Q0041,msd_pancreas,OAKG,precision@10,0.0,280,121,69
same-source,primary,Q0041,msd_pancreas,OAKG,recall@10,0.0,280,121,69
same-source,primary,Q0041,msd_pancreas,OAKG,map,0.1552484330655427,280,121,69
same-source,primary,Q0041,msd_pancreas,OAKG-Union,ndcg@10,0.0,280,121,69
same-source,primary,Q0041,msd_pancreas,OAKG-Union,precision@10,0.0,280,121,69
same-source,primary,Q0041,msd_pancreas,OAKG-Union,recall@10,0.0,280,121,69
same-source,primary,Q0041,msd_pancreas,OAKG-Union,map,0.1552484330655427,280,121,69
same-source,primary,Q0041,msd_pancreas,WL,ndcg@10,0.539435460592362,280,121,69
same-source,primary,Q0041,msd_pancreas,WL,precision@10,0.6,280,121,69
same-source,primary,Q0041,msd_pancreas,WL,recall@10,0.08695652173913043,280,121,69
same-source,primary,Q0041,msd_pancreas,WL,map,0.45425036119237583,280,121,69
same-source,primary,Q0041,msd_pancreas,ZeroImputation,ndcg@10,0.06943122193677727,280,121,69
same-source,primary,Q0041,msd_pancreas,ZeroImputation,precision@10,0.1,280,121,69
same-source,primary,Q0041,msd_pancreas,ZeroImputation,recall@10,0.014492753623188406,280,121,69
same-source,primary,Q0041,msd_pancreas,ZeroImputation,map,0.29613641138673324,280,121,69
same-source,primary,Q0042,msd_pancreas,MissingnessIndicators,ndcg@10,1.0,280,131,131
same-source,primary,Q0042,msd_pancreas,MissingnessIndicators,precision@10,1.0,280,131,131
same-source,primary,Q0042,msd_pancreas,MissingnessIndicators,recall@10,0.07633587786259542,280,131,131
same-source,primary,Q0042,msd_pancreas,MissingnessIndicators,map,0.8020228986110758,280,131,131
same-source,primary,Q0042,msd_pancreas,OAKG,ndcg@10,0.5637884576902256,280,131,131
same-source,primary,Q0042,msd_pancreas,OAKG,precision@10,0.4,280,131,131
same-source,primary,Q0042,msd_pancreas,OAKG,recall@10,0.030534351145038167,280,131,131
same-source,primary,Q0042,msd_pancreas,OAKG,map,0.44572722650902596,280,131,131
same-source,primary,Q0042,msd_pancreas,OAKG-Union,ndcg@10,0.5637884576902256,280,131,131
same-source,primary,Q0042,msd_pancreas,OAKG-Union,precision@10,0.4,280,131,131
same-source,primary,Q0042,msd_pancreas,OAKG-Union,recall@10,0.030534351145038167,280,131,131
same-source,primary,Q0042,msd_pancreas,OAKG-Union,map,0.44572722650902596,280,131,131
same-source,primary,Q0042,msd_pancreas,WL,ndcg@10,1.0,280,131,131
same-source,primary,Q0042,msd_pancreas,WL,precision@10,1.0,280,131,131
same-source,primary,Q0042,msd_pancreas,WL,recall@10,0.07633587786259542,280,131,131
same-source,primary,Q0042,msd_pancreas,WL,map,0.6154165129532974,280,131,131
same-source,primary,Q0042,msd_pancreas,ZeroImputation,ndcg@10,1.0,280,131,131
same-source,primary,Q0042,msd_pancreas,ZeroImputation,precision@10,1.0,280,131,131
same-source,primary,Q0042,msd_pancreas,ZeroImputation,recall@10,0.07633587786259542,280,131,131
same-source,primary,Q0042,msd_pancreas,ZeroImputation,map,0.790734009552335,280,131,131
same-source,primary,Q0043,msd_pancreas,MissingnessIndicators,ndcg@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,MissingnessIndicators,precision@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,MissingnessIndicators,recall@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,MissingnessIndicators,map,0.3732636992713425,280,121,121
same-source,primary,Q0043,msd_pancreas,OAKG,ndcg@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,OAKG,precision@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,OAKG,recall@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,OAKG,map,0.266946778676884,280,121,121
same-source,primary,Q0043,msd_pancreas,OAKG-Union,ndcg@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,OAKG-Union,precision@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,OAKG-Union,recall@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,OAKG-Union,map,0.266946778676884,280,121,121
same-source,primary,Q0043,msd_pancreas,WL,ndcg@10,0.6402900881481707,280,121,121
same-source,primary,Q0043,msd_pancreas,WL,precision@10,0.7,280,121,121
same-source,primary,Q0043,msd_pancreas,WL,recall@10,0.05785123966942149,280,121,121
same-source,primary,Q0043,msd_pancreas,WL,map,0.6272378598400812,280,121,121
same-source,primary,Q0043,msd_pancreas,ZeroImputation,ndcg@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,ZeroImputation,precision@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,ZeroImputation,recall@10,0.0,280,121,121
same-source,primary,Q0043,msd_pancreas,ZeroImputation,map,0.4007597742966737,280,121,121
same-source,primary,Q0044,msd_pancreas,MissingnessIndicators,ndcg@10,0.24261785528500338,280,121,121
same-source,primary,Q0044,msd_pancreas,MissingnessIndicators,precision@10,0.3,280,121,121
same-source,primary,Q0044,msd_pancreas,MissingnessIndicators,recall@10,0.024793388429752067,280,121,121
same-source,primary,Q0044,msd_pancreas,MissingnessIndicators,map,0.4888606008410149,280,121,121
same-source,primary,Q0044,msd_pancreas,OAKG,ndcg@10,0.0,280,121,121
same-source,primary,Q0044,msd_pancreas,OAKG,precision@10,0.0,280,121,121
same-source,primary,Q0044,msd_pancreas,OAKG,recall@10,0.0,280,121,121
same-source,primary,Q0044,msd_pancreas,OAKG,map,0.3126873567648896,280,121,121
same-source,primary,Q0044,msd_pancreas,OAKG-Union,ndcg@10,0.0,280,121,121
same-source,primary,Q0044,msd_pancreas,OAKG-Union,precision@10,0.0,280,121,121
same-source,primary,Q0044,msd_pancreas,OAKG-Union,recall@10,0.0,280,121,121
same-source,primary,Q0044,msd_pancreas,OAKG-Union,map,0.3126873567648896,280,121,121
same-source,primary,Q0044,msd_pancreas,WL,ndcg@10,0.7280855459907164,280,121,121
same-source,primary,Q0044,msd_pancreas,WL,precision@10,0.7,280,121,121
same-source,primary,Q0044,msd_pancreas,WL,recall@10,0.05785123966942149,280,121,121
same-source,primary,Q0044,msd_pancreas,WL,map,0.636242712660333,280,121,121
same-source,primary,Q0044,msd_pancreas,ZeroImputation,ndcg@10,0.42331179510529354,280,121,121
same-source,primary,Q0044,msd_pancreas,ZeroImputation,precision@10,0.5,280,121,121
same-source,primary,Q0044,msd_pancreas,ZeroImputation,recall@10,0.04132231404958678,280,121,121
same-source,primary,Q0044,msd_pancreas,ZeroImputation,map,0.5016690586561419,280,121,121
same-source,primary,Q0045,msd_pancreas,MissingnessIndicators,ndcg@10,0.0,280,121,121
same-source,primary,Q0045,msd_pancreas,MissingnessIndicators,precision@10,0.0,280,121,121
same-source,primary,Q0045,msd_pancreas,MissingnessIndicators,recall@10,0.0,280,121,121
same-source,primary,Q0045,msd_pancreas,MissingnessIndicators,map,0.39194419007434195,280,121,121
same-source,primary,Q0045,msd_pancreas,OAKG,ndcg@10,0.0,280,121,121
same-source,primary,Q0045,msd_pancreas,OAKG,precision@10,0.0,280,121,121
same-source,primary,Q0045,msd_pancreas,OAKG,recall@10,0.0,280,121,121
