stratum,family,query_id,query_source,method,metric,value,n_candidates,n_graded_relevant,n_binary_relevant
same-source,primary,Q0059,msd_pancreas,OAKG-Union,ndcg@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,OAKG-Union,precision@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,OAKG-Union,recall@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,OAKG-Union,map,0.012987012987012988,280,2,1
same-source,primary,Q0059,msd_pancreas,WL,ndcg@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,WL,precision@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,WL,recall@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,WL,map,0.003745318352059925,280,2,1
same-source,primary,Q0059,msd_pancreas,ZeroImputation,ndcg@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,ZeroImputation,precision@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,ZeroImputation,recall@10,0.0,280,2,1
same-source,primary,Q0059,msd_pancreas,ZeroImputation,map,0.0125,280,2,1
same-source,primary,Q0060,lits,MissingnessIndicators,ndcg@10,0.0,130,54,10
same-source,primary,Q0060,lits,MissingnessIndicators,precision@10,0.0,130,54,10
same-source,primary,Q0060,lits,MissingnessIndicators,recall@10,0.0,130,54,10
same-source,primary,Q0060,lits,MissingnessIndicators,map,0.052039104411322444,130,54,10
same-source,primary,Q0060,lits,OAKG,ndcg@10,0.0,130,54,10
same-source,primary,Q0060,lits,OAKG,precision@10,0.0,130,54,10
same-source,primary,Q0060,lits,OAKG,recall@10,0.0,130,54,10
same-source,primary,Q0060,lits,OAKG,map,0.05288645242961219,130,54,10
same-source,primary,Q0060,lits,OAKG-Union,ndcg@10,0.0,130,54,10
same-source,primary,Q0060,lits,OAKG-Union,precision@10,0.0,130,54,10
same-source,primary,Q0060,lits,OAKG-Union,recall@10,0.0,130,54,10
same-source,primary,Q0060,lits,OAKG-Union,map,0.05288645242961219,130,54,10
same-source,primary,Q0060,lits,WL,ndcg@10,0.010480560299908579,130,54,10
same-source,primary,Q0060,lits,WL,precision@10,0.0,130,54,10
same-source,primary,Q0060,lits,WL,recall@10,0.0,130,54,10
same-source,primary,Q0060,lits,WL,map,0.06188124610328383,130,54,10
same-source,primary,Q0060,lits,ZeroImputation,ndcg@10,0.0,130,54,10
same-source,primary,Q0060,lits,ZeroImputation,precision@10,0.0,130,54,10
same-source,primary,Q0060,lits,ZeroImputation,recall@10,0.0,130,54,10
same-source,primary,Q0060,lits,ZeroImputation,map,0.05182658536742363,130,54,10
same-source,primary,Q0061,lits,MissingnessIndicators,ndcg@10,0.0,130,54,10
same-source,primary,Q0061,lits,MissingnessIndicators,precision@10,0.0,130,54,10
same-source,primary,Q0061,lits,MissingnessIndicators,recall@10,0.0,130,54,10
same-source,primary,Q0061,lits,MissingnessIndicators,map,0.05197042063267687,130,54,10
same-source,primary,Q0061,lits,OAKG,ndcg@10,0.0,130,54,10
same-source,primary,Q0061,lits,OAKG,precision@10,0.0,130,54,10
same-source,primary,Q0061,lits,OAKG,recall@10,0.0,130,54,10
same-source,primary,Q0061,lits,OAKG,map,0.052993766941760424,130,54,10
same-source,primary,Q0061,lits,OAKG-Union,ndcg@10,0.0,130,54,10
same-source,primary,Q0061,lits,OAKG-Union,precision@10,0.0,130,54,10
same-source,primary,Q0061,lits,OAKG-Union,recall@10,0.0,130,54,10
same-source,primary,Q0061,lits,OAKG-Union,map,0.052993766941760424,130,54,10
same-source,primary,Q0061,lits,WL,ndcg@10,0.041465683567080656,130,54,10
same-source,primary,Q0061,lits,WL,precision@10,0.0,130,54,10
same-source,primary,Q0061,lits,WL,recall@10,0.0,130,54,10
same-source,primary,Q0061,lits,WL,map,0.055993584718431834,130,54,10
same-source,primary,Q0061,lits,ZeroImputation,ndcg@10,0.0,130,54,10
same-source,primary,Q0061,lits,ZeroImputation,precision@10,0.0,130,54,10
same-source,primary,Q0061,lits,ZeroImputation,recall@10,0.0,130,54,10
same-source,primary,Q0061,lits,ZeroImputation,map,0.05183554292272273,130,54,10
same-source,primary,Q0062,lits,MissingnessIndicators,ndcg@10,1.0,130,117,117
same-source,primary,Q0062,lits,MissingnessIndicators,precision@10,1.0,130,117,117
same-source,primary,Q0062,lits,MissingnessIndicators,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0062,lits,MissingnessIndicators,map,0.9285922825781651,130,117,117
same-source,primary,Q0062,lits,OAKG,ndcg@10,1.0,130,117,117
same-source,primary,Q0062,lits,OAKG,precision@10,1.0,130,117,117
same-source,primary,Q0062,lits,OAKG,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0062,lits,OAKG,map,1.0,130,117,117
same-source,primary,Q0062,lits,OAKG-Union,ndcg@10,1.0,130,117,117
same-source,primary,Q0062,lits,OAKG-Union,precision@10,1.0,130,117,117
same-source,primary,Q0062,lits,OAKG-Union,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0062,lits,OAKG-Union,map,1.0,130,117,117
same-source,primary,Q0062,lits,WL,ndcg@10,1.0,130,117,117
same-source,primary,Q0062,lits,WL,precision@10,1.0,130,117,117
same-source,primary,Q0062,lits,WL,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0062,lits,WL,map,1.0,130,117,117
same-source,primary,Q0062,lits,ZeroImputation,ndcg@10,1.0,130,117,117
same-source,primary,Q0062,lits,ZeroImputation,precision@10,1.0,130,117,117
same-source,primary,Q0062,lits,ZeroImputation,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0062,lits,ZeroImputation,map,0.933147769601594,130,117,117
same-source,primary,Q0063,lits,MissingnessIndicators,ndcg@10,1.0,130,117,117
same-source,primary,Q0063,lits,MissingnessIndicators,precision@10,1.0,130,117,117
same-source,primary,Q0063,lits,MissingnessIndicators,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0063,lits,MissingnessIndicators,map,0.9543809081149728,130,117,117
same-source,primary,Q0063,lits,OAKG,ndcg@10,1.0,130,117,117
same-source,primary,Q0063,lits,OAKG,precision@10,1.0,130,117,117
same-source,primary,Q0063,lits,OAKG,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0063,lits,OAKG,map,1.0,130,117,117
same-source,primary,Q0063,lits,OAKG-Union,ndcg@10,1.0,130,117,117
same-source,primary,Q0063,lits,OAKG-Union,precision@10,1.0,130,117,117
same-source,primary,Q0063,lits,OAKG-Union,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0063,lits,OAKG-Union,map,1.0,130,117,117
same-source,primary,Q0063,lits,WL,ndcg@10,1.0,130,117,117
same-source,primary,Q0063,lits,WL,precision@10,1.0,130,117,117
same-source,primary,Q0063,lits,WL,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0063,lits,WL,map,1.0,130,117,117
same-source,primary,Q0063,lits,ZeroImputation,ndcg@10,1.0,130,117,117
same-source,primary,Q0063,lits,ZeroImputation,precision@10,1.0,130,117,117
same-source,primary,Q0063,lits,ZeroImputation,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0063,lits,ZeroImputation,map,0.9572824606828241,130,117,117
same-source,primary,Q0064,lits,MissingnessIndicators,ndcg@10,0.0,130,54,47
same-source,primary,Q0064,lits,MissingnessIndicators,precision@10,0.0,130,54,47
same-source,primary,Q0064,lits,MissingnessIndicators,recall@10,0.0,130,54,47
same-source,primary,Q0064,lits,MissingnessIndicators,map,0.22028060319941403,130,54,47
same-source,primary,Q0064,lits,OAKG,ndcg@10,0.009088684028421673,130,54,47
same-source,primary,Q0064,lits,OAKG,precision@10,0.0,130,54,47
same-source,primary,Q0064,lits,OAKG,recall@10,0.0,130,54,47
same-source,primary,Q0064,lits,OAKG,map,0.25896195168612623,130,54,47
same-source,primary,Q0064,lits,OAKG-Union,ndcg@10,0.009088684028421673,130,54,47
same-source,primary,Q0064,lits,OAKG-Union,precision@10,0.0,130,54,47
same-source,primary,Q0064,lits,OAKG-Union,recall@10,0.0,130,54,47
same-source,primary,Q0064,lits,OAKG-Union,map,0.25896195168612623,130,54,47
same-source,primary,Q0064,lits,WL,ndcg@10,0.010480560299908579,130,54,47
same-source,primary,Q0064,lits,WL,precision@10,0.0,130,54,47
same-source,primary,Q0064,lits,WL,recall@10,0.0,130,54,47
same-source,primary,Q0064,lits,WL,map,0.26871790033866266,130,54,47
same-source,primary,Q0064,lits,ZeroImputation,ndcg@10,0.0,130,54,47
same-source,primary,Q0064,lits,ZeroImputation,precision@10,0.0,130,54,47
same-source,primary,Q0064,lits,ZeroImputation,recall@10,0.0,130,54,47
same-source,primary,Q0064,lits,ZeroImputation,map,0.21971972121543074,130,54,47
same-source,primary,Q0065,lits,MissingnessIndicators,ndcg@10,1.0,130,12,0
same-source,primary,Q0065,lits,OAKG,ndcg@10,1.0,130,12,0
same-source,primary,Q0065,lits,OAKG-Union,ndcg@10,1.0,130,12,0
same-source,primary,Q0065,lits,WL,ndcg@10,1.0,130,12,0
same-source,primary,Q0065,lits,ZeroImputation,ndcg@10,1.0,130,12,0
same-source,primary,Q0066,lits,MissingnessIndicators,ndcg@10,1.0,130,53,53
same-source,primary,Q0066,lits,MissingnessIndicators,precision@10,1.0,130,53,53
same-source,primary,Q0066,lits,MissingnessIndicators,recall@10,0.18867924528301888,130,53,53
same-source,primary,Q0066,lits,MissingnessIndicators,map,0.8647561513931331,130,53,53
same-source,primary,Q0066,lits,OAKG,ndcg@10,0.6489315753318466,130,53,53
same-source,primary,Q0066,lits,OAKG,precision@10,0.5,130,53,53
same-source,primary,Q0066,lits,OAKG,recall@10,0.09433962264150944,130,53,53
same-source,primary,Q0066,lits,OAKG,map,0.4350129241945834,130,53,53
same-source,primary,Q0066,lits,OAKG-Union,ndcg@10,0.6489315753318466,130,53,53
same-source,primary,Q0066,lits,OAKG-Union,precision@10,0.5,130,53,53
same-source,primary,Q0066,lits,OAKG-Union,recall@10,0.09433962264150944,130,53,53
same-source,primary,Q0066,lits,OAKG-Union,map,0.4350129241945834,130,53,53
same-source,primary,Q0066,lits,WL,ndcg@10,0.15139734109601005,130,53,53
same-source,primary,Q0066,lits,WL,precision@10,0.2,130,53,53
same-source,primary,Q0066,lits,WL,recall@10,0.03773584905660377,130,53,53
same-source,primary,Q0066,lits,WL,map,0.37329391916656535,130,53,53
same-source,primary,Q0066,lits,ZeroImputation,ndcg@10,1.0,130,53,53
same-source,primary,Q0066,lits,ZeroImputation,precision@10,1.0,130,53,53
same-source,primary,Q0066,lits,ZeroImputation,recall@10,0.18867924528301888,130,53,53
same-source,primary,Q0066,lits,ZeroImputation,map,0.8642022634571697,130,53,53
same-source,primary,Q0067,lits,MissingnessIndicators,ndcg@10,0.29343678345195284,130,83,83
same-source,primary,Q0067,lits,MissingnessIndicators,precision@10,0.3,130,83,83
same-source,primary,Q0067,lits,MissingnessIndicators,recall@10,0.03614457831325301,130,83,83
same-source,primary,Q0067,lits,MissingnessIndicators,map,0.48634716706414716,130,83,83
same-source,primary,Q0067,lits,OAKG,ndcg@10,0.23297260855707358,130,83,83
same-source,primary,Q0067,lits,OAKG,precision@10,0.3,130,83,83
same-source,primary,Q0067,lits,OAKG,recall@10,0.03614457831325301,130,83,83
same-source,primary,Q0067,lits,OAKG,map,0.5571596272594327,130,83,83
same-source,primary,Q0067,lits,OAKG-Union,ndcg@10,0.23297260855707358,130,83,83
same-source,primary,Q0067,lits,OAKG-Union,precision@10,0.3,130,83,83
same-source,primary,Q0067,lits,OAKG-Union,recall@10,0.03614457831325301,130,83,83
same-source,primary,Q0067,lits,OAKG-Union,map,0.5571596272594327,130,83,83
same-source,primary,Q0067,lits,WL,ndcg@10,0.0,130,83,83
same-source,primary,Q0067,lits,WL,precision@10,0.0,130,83,83
same-source,primary,Q0067,lits,WL,recall@10,0.0,130,83,83
same-source,primary,Q0067,lits,WL,map,0.49800965201683434,130,83,83
same-source,primary,Q0067,lits,ZeroImputation,ndcg@10,0.22784037450527975,130,83,83
same-source,primary,Q0067,lits,ZeroImputation,precision@10,0.3,130,83,83
same-source,primary,Q0067,lits,ZeroImputation,recall@10,0.03614457831325301,130,83,83
same-source,primary,Q0067,lits,ZeroImputation,map,0.4818666707775283,130,83,83
same-source,primary,Q0068,lits,MissingnessIndicators,ndcg@10,0.0636207881989517,130,14,11
same-source,primary,Q0068,lits,MissingnessIndicators,precision@10,0.1,130,14,11
same-source,primary,Q0068,lits,MissingnessIndicators,recall@10,0.09090909090909091,130,14,11
same-source,primary,Q0068,lits,MissingnessIndicators,map,0.09141725462023453,130,14,11
same-source,primary,Q0068,lits,OAKG,ndcg@10,0.0,130,14,11
same-source,primary,Q0068,lits,OAKG,precision@10,0.0,130,14,11
same-source,primary,Q0068,lits,OAKG,recall@10,0.0,130,14,11
same-source,primary,Q0068,lits,OAKG,map,0.06525019287130862,130,14,11
same-source,primary,Q0068,lits,OAKG-Union,ndcg@10,0.0,130,14,11
same-source,primary,Q0068,lits,OAKG-Union,precision@10,0.0,130,14,11
same-source,primary,Q0068,lits,OAKG-Union,recall@10,0.0,130,14,11
same-source,primary,Q0068,lits,OAKG-Union,map,0.06525019287130862,130,14,11
same-source,primary,Q0068,lits,WL,ndcg@10,0.0,130,14,11
same-source,primary,Q0068,lits,WL,precision@10,0.0,130,14,11
same-source,primary,Q0068,lits,WL,recall@10,0.0,130,14,11
same-source,primary,Q0068,lits,WL,map,0.06172631648227363,130,14,11
same-source,primary,Q0068,lits,ZeroImputation,ndcg@10,0.0636207881989517,130,14,11
same-source,primary,Q0068,lits,ZeroImputation,precision@10,0.1,130,14,11
same-source,primary,Q0068,lits,ZeroImputation,recall@10,0.09090909090909091,130,14,11
same-source,primary,Q0068,lits,ZeroImputation,map,0.09233336477720369,130,14,11
same-source,primary,Q0069,lits,MissingnessIndicators,ndcg@10,1.0,130,12,0
same-source,primary,Q0069,lits,OAKG,ndcg@10,1.0,130,12,0
same-source,primary,Q0069,lits,OAKG-Union,ndcg@10,1.0,130,12,0
same-source,primary,Q0069,lits,WL,ndcg@10,1.0,130,12,0
same-source,primary,Q0069,lits,ZeroImputation,ndcg@10,1.0,130,12,0
same-source,primary,Q0070,lits,MissingnessIndicators,ndcg@10,1.0,130,117,117
same-source,primary,Q0070,lits,MissingnessIndicators,precision@10,1.0,130,117,117
same-source,primary,Q0070,lits,MissingnessIndicators,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0070,lits,MissingnessIndicators,map,0.8804459053889699,130,117,117
same-source,primary,Q0070,lits,OAKG,ndcg@10,1.0,130,117,117
same-source,primary,Q0070,lits,OAKG,precision@10,1.0,130,117,117
same-source,primary,Q0070,lits,OAKG,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0070,lits,OAKG,map,1.0,130,117,117
same-source,primary,Q0070,lits,OAKG-Union,ndcg@10,1.0,130,117,117
same-source,primary,Q0070,lits,OAKG-Union,precision@10,1.0,130,117,117
same-source,primary,Q0070,lits,OAKG-Union,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0070,lits,OAKG-Union,map,1.0,130,117,117
same-source,primary,Q0070,lits,WL,ndcg@10,1.0,130,117,117
same-source,primary,Q0070,lits,WL,precision@10,1.0,130,117,117
same-source,primary,Q0070,lits,WL,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0070,lits,WL,map,1.0,130,117,117
same-source,primary,Q0070,lits,ZeroImputation,ndcg@10,1.0,130,117,117
same-source,primary,Q0070,lits,ZeroImputation,precision@10,1.0,130,117,117
same-source,primary,Q0070,lits,ZeroImputation,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0070,lits,ZeroImputation,map,0.8853439897466806,130,117,117
same-source,primary,Q0071,lits,MissingnessIndicators,ndcg@10,1.0,130,117,117
same-source,primary,Q0071,lits,MissingnessIndicators,precision@10,1.0,130,117,117
same-source,primary,Q0071,lits,MissingnessIndicators,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0071,lits,MissingnessIndicators,map,0.947294474525839,130,117,117
same-source,primary,Q0071,lits,OAKG,ndcg@10,1.0,130,117,117
same-source,primary,Q0071,lits,OAKG,precision@10,1.0,130,117,117
same-source,primary,Q0071,lits,OAKG,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0071,lits,OAKG,map,1.0,130,117,117
same-source,primary,Q0071,lits,OAKG-Union,ndcg@10,1.0,130,117,117
same-source,primary,Q0071,lits,OAKG-Union,precision@10,1.0,130,117,117
same-source,primary,Q0071,lits,OAKG-Union,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0071,lits,OAKG-Union,map,1.0,130,117,117
same-source,primary,Q0071,lits,WL,ndcg@10,1.0,130,117,117
same-source,primary,Q0071,lits,WL,precision@10,1.0,130,117,117
same-source,primary,Q0071,lits,WL,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0071,lits,WL,map,1.0,130,117,117
same-source,primary,Q0071,lits,ZeroImputation,ndcg@10,1.0,130,117,117
same-source,primary,Q0071,lits,ZeroImputation,precision@10,1.0,130,117,117
same-source,primary,Q0071,lits,ZeroImputation,recall@10,0.08547008547008547,130,117,117
same-source,primary,Q0071,lits,ZeroImputation,map,0.9490476379603447,130,117,117
same-source,primary,Q0072,lits,MissingnessIndicators,ndcg@10,0.0,130,54,47
same-source,primary,Q0072,lits,MissingnessIndicators,precision@10,0.0,130,54,47
same-source,primary,Q0072,lits,MissingnessIndicators,recall@10,0.0,130,54,47
same-source,primary,Q0072,lits,MissingnessIndicators,map,0.2193703965362814,130,54,47
same-source,primary,Q0072,lits,OAKG,ndcg@10,0.013541194909935826,130,54,47
same-source,primary,Q0072,lits,OAKG,precision@10,0.0,130,54,47
same-source,primary,Q0072,lits,OAKG,recall@10,0.0,130,54,47
same-source,primary,Q0072,lits,OAKG,map,0.2593435187085086,130,54,47
same-source,primary,Q0072,lits,OAKG-Union,ndcg@10,0.013541194909935826,130,54,47
same-source,primary,Q0072,lits,OAKG-Union,precision@10,0.0,130,54,47
same-source,primary,Q0072,lits,OAKG-Union,recall@10,0.0,130,54,47
same-source,primary,Q0072,lits,OAKG-Union,map,0.2593435187085086,130,54,47
same-source,primary,Q0072,lits,WL,ndcg@10,0.009918745990968182,130,54,47
same-source,primary,Q0072,lits,WL,precision@10,0.0,130,54,47
same-source,primary,Q0072,lits,WL,recall@10,0.0,130,54,47
same-source,primary,Q0072,lits,WL,map,0.26988434538797906,130,54,47
same-source,primary,Q0072,lits,ZeroImputation,ndcg@10,0.0,130,54,47
same-source,primary,Q0072,lits,ZeroImputation,precision@10,0.0,130,54,47
same-source,primary,Q0072,lits,ZeroImputation,recall@10,0.0,130,54,47
same-source,primary,Q0072,lits,ZeroImputation,map,0.21931662447730332,130,54,47
same-source,primary,Q0073,lits,MissingnessIndicators,ndcg@10,1.0,130,53,53
same-source,primary,Q0073,lits,MissingnessIndicators,precision@10,1.0,130,53,53
same-source,primary,Q0073,lits,MissingnessIndicators,recall@10,0.18867924528301888,130,53,53
same-source,primary,Q0073,lits,MissingnessIndicators,map,0.9292605347843604,130,53,53
same-source,primary,Q0073,lits,OAKG,ndcg@10,0.5933607200949346,130,53,53
same-source,primary,Q0073,lits,OAKG,precision@10,0.5,130,53,53
same-source,primary,Q0073,lits,OAKG,recall@10,0.09433962264150944,130,53,53
same-source,primary,Q0073,lits,OAKG,map,0.5377439819913107,130,53,53
same-source,primary,Q0073,lits,OAKG-Union,ndcg@10,0.5933607200949346,130,53,53
same-source,primary,Q0073,lits,OAKG-Union,precision@10,0.5,130,53,53
same-source,primary,Q0073,lits,OAKG-Union,recall@10,0.09433962264150944,130,53,53
same-source,primary,Q0073,lits,OAKG-Union,map,0.5377439819913107,130,53,53
same-source,primary,Q0073,lits,WL,ndcg@10,0.4911802372710601,130,53,53
same-source,primary,Q0073,lits,WL,precision@10,0.4,130,53,53
same-source,primary,Q0073,lits,WL,recall@10,0.07547169811320754,130,53,53
same-source,primary,Q0073,lits,WL,map,0.4444545902505441,130,53,53
same-source,primary,Q0073,lits,ZeroImputation,ndcg@10,1.0,130,53,53
same-source,primary,Q0073,lits,ZeroImputation,precision@10,1.0,130,53,53
same-source,primary,Q0073,lits,ZeroImputation,recall@10,0.18867924528301888,130,53,53
same-source,primary,Q0073,lits,ZeroImputation,map,0.9296886513621414,130,53,53
same-source,primary,Q0074,lits,MissingnessIndicators,ndcg@10,0.8521705090845474,130,53,53
same-source,primary,Q0074,lits,MissingnessIndicators,precision@10,0.8,130,53,53
same-source,primary,Q0074,lits,MissingnessIndicators,recall@10,0.1509433962264151,130,53,53
same-source,primary,Q0074,lits,MissingnessIndicators,map,0.4874701964698413,130,53,53
same-source,primary,Q0074,lits,OAKG,ndcg@10,0.22009176629808017,130,53,53
same-source,primary,Q0074,lits,OAKG,precision@10,0.1,130,53,53
same-source,primary,Q0074,lits,OAKG,recall@10,0.018867924528301886,130,53,53
same-source,primary,Q0074,lits,OAKG,map,0.37421476279877725,130,53,53
same-source,primary,Q0074,lits,OAKG-Union,ndcg@10,0.22009176629808017,130,53,53
same-source,primary,Q0074,lits,OAKG-Union,precision@10,0.1,130,53,53
same-source,primary,Q0074,lits,OAKG-Union,recall@10,0.018867924528301886,130,53,53
same-source,primary,Q0074,lits,OAKG-Union,map,0.37421476279877725,130,53,53
same-source,primary,Q0074,lits,WL,ndcg@10,0.07336392209936006,130,53,53
same-source,primary,Q0074,lits,WL,precision@10,0.1,130,53,53
same-source,primary,Q0074,lits,WL,recall@10,0.018867924528301886,130,53,53
same-source,primary,Q0074,lits,WL,map,0.3346155083915221,130,53,53
same-source,primary,Q0074,lits,ZeroImputation,ndcg@10,0.8482378089219647,130,53,53
same-source,primary,Q0074,lits,ZeroImputation,precision@10,0.8,130,53,53
same-source,primary,Q0074,lits,ZeroImputation,recall@10,0.1509433962264151,130,53,53
same-source,primary,Q0074,lits,ZeroImputation,map,0.48513126202545226,130,53,53
same-source,primary,Q0075,lits,MissingnessIndicators,ndcg@10,0.14285714285714285,130,117,54
same-source,primary,Q0075,lits,MissingnessIndicators,precision@10,0.0,130,117,54
same-source,primary,Q0075,lits,MissingnessIndicators,recall@10,0.0,130,117,54
same-source,primary,Q0075,lits,MissingnessIndicators,map,0.2552588160679981,130,117,54
same-source,primary,Q0075,lits,OAKG,ndcg@10,0.14285714285714285,130,117,54
same-source,primary,Q0075,lits,OAKG,precision@10,0.0,130,117,54
same-source,primary,Q0075,lits,OAKG,recall@10,0.0,130,117,54
same-source,primary,Q0075,lits,OAKG,map,0.31516100311670603,130,117,54
same-source,primary,Q0075,lits,OAKG-Union,ndcg@10,0.14285714285714285,130,117,54
same-source,primary,Q0075,lits,OAKG-Union,precision@10,0.0,130,117,54
same-source,primary,Q0075,lits,OAKG-Union,recall@10,0.0,130,117,54
same-source,primary,Q0075,lits,OAKG-Union,map,0.31516100311670603,130,117,54
same-source,primary,Q0075,lits,WL,ndcg@10,0.20574050465659433,130,117,54
same-source,primary,Q0075,lits,WL,precision@10,0.1,130,117,54
same-source,primary,Q0075,lits,WL,recall@10,0.018518518518518517,130,117,54
same-source,primary,Q0075,lits,WL,map,0.3451598211543591,130,117,54
same-source,primary,Q0075,lits,ZeroImputation,ndcg@10,0.14285714285714285,130,117,54
same-source,primary,Q0075,lits,ZeroImputation,precision@10,0.0,130,117,54
same-source,primary,Q0075,lits,ZeroImputation,recall@10,0.0,130,117,54
same-source,primary,Q0075,lits,ZeroImputation,map,0.2544145504991389,130,117,54
same-source,primary,Q0076,lits,MissingnessIndicators,ndcg@10,0.0,130,54,54
same-source,primary,Q0076,lits,MissingnessIndicators,precision@10,0.0,130,54,54
same-source,primary,Q0076,lits,MissingnessIndicators,recall@10,0.0,130,54,54
same-source,primary,Q0076,lits,MissingnessIndicators,map,0.25600067079389927,130,54,54
same-source,primary,Q0076,lits,OAKG,ndcg@10,0.31488013066763093,130,54,54
same-source,primary,Q0076,lits,OAKG,precision@10,0.2,130,54,54
same-source,primary,Q0076,lits,OAKG,recall@10,0.037037037037037035,130,54,54
same-source,primary,Q0076,lits,OAKG,map,0.3492368449128802,130,54,54
same-source,primary,Q0076,lits,OAKG-Union,ndcg@10,0.31488013066763093,130,54,54
same-source,primary,Q0076,lits,OAKG-Union,precision@10,0.2,130,54,54
same-source,primary,Q0076,lits,OAKG-Union,recall@10,0.037037037037037035,130,54,54
same-source,primary,Q0076,lits,OAKG-Union,map,0.3492368449128802,130,54,54
same-source,primary,Q0076,lits,WL,ndcg@10,0.25206494032666715,130,54,54
same-source,primary,Q0076,lits,WL,precision@10,0.3,130,54,54
same-source,primary,Q0076,lits,WL,recall@10,0.05555555555555555,130,54,54
same-source,primary,Q0076,lits,WL,map,0.3951605305316432,130,54,54
same-source,primary,Q0076,lits,ZeroImputation,ndcg@10,0.0,130,54,54
same-source,primary,Q0076,lits,ZeroImputation,precision@10,0.0,130,54,54
same-source,primary,Q0076,lits,ZeroImputation,recall@10,0.0,130,54,54
same-source,primary,Q0076,lits,ZeroImputation,map,0.25467741688360207,130,54,54
same-source,primary,Q0077,lits,MissingnessIndicators,ndcg@10,0.14201905717762703,130,14,0
same-source,primary,Q0077,lits,OAKG,ndcg@10,0.0,130,14,0
same-source,primary,Q0077,lits,OAKG-Union,ndcg@10,0.0,130,14,0
same-source,primary,Q0077,lits,WL,ndcg@10,0.0,130,14,0
same-source,primary,Q0077,lits,ZeroImputation,ndcg@10,0.0,130,14,0
same-source,primary,Q0078,lits,MissingnessIndicators,ndcg@10,0.06362078819895171,130,83,0
same-source,primary,Q0078,lits,OAKG,ndcg@10,0.0,130,83,0
same-source,primary,Q0078,lits,OAKG-Union,ndcg@10,0.0,130,83,0
same-source,primary,Q0078,lits,WL,ndcg@10,0.0,130,83,0
same-source,primary,Q0078,lits,ZeroImputation,ndcg@10,0.0,130,83,0
same-source,primary,Q0079,lits,MissingnessIndicators,ndcg@10,0.0636207881989517,130,13,13
same-source,primary,Q0079,lits,MissingnessIndicators,precision@10,0.1,130,13,13
same-source,primary,Q0079,lits,MissingnessIndicators,recall@10,0.07692307692307693,130,13,13
same-source,primary,Q0079,lits,MissingnessIndicators,map,0.09950447480323123,130,13,13
same-source,primary,Q0079,lits,OAKG,ndcg@10,0.5473983622993501,130,13,13
same-source,primary,Q0079,lits,OAKG,precision@10,0.4,130,13,13
same-source,primary,Q0079,lits,OAKG,recall@10,0.3076923076923077,130,13,13
same-source,primary,Q0079,lits,OAKG,map,0.36821122307983145,130,13,13
same-source,primary,Q0079,lits,OAKG-Union,ndcg@10,0.5473983622993501,130,13,13
same-source,primary,Q0079,lits,OAKG-Union,precision@10,0.4,130,13,13
same-source,primary,Q0079,lits,OAKG-Union,recall@10,0.3076923076923077,130,13,13
same-source,primary,Q0079,lits,OAKG-Union,map,0.36821122307983145,130,13,13
same-source,primary,Q0079,lits,WL,ndcg@10,0.09478836436955078,130,13,13
same-source,primary,Q0079,lits,WL,precision@10,0.1,130,13,13
same-source,primary,Q0079,lits,WL,recall@10,0.07692307692307693,130,13,13
same-source,primary,Q0079,lits,WL,map,0.09253983579344506,130,13,13
same-source,primary,Q0079,lits,ZeroImputation,ndcg@10,0.0,130,13,13
same-source,primary,Q0079,lits,ZeroImputation,precision@10,0.0,130,13,13
same-source,primary,Q0079,lits,ZeroImputation,recall@10,0.0,130,13,13
same-source,primary,Q0079,lits,ZeroImputation,map,0.09220158709725655,130,13,13
same-source,primary,Q0080,lits,MissingnessIndicators,ndcg@10,1.0,130,53,53
same-source,primary,Q0080,lits,MissingnessIndicators,precision@10,1.0,130,53,53
same-source,primary,Q0080,lits,MissingnessIndicators,recall@10,0.18867924528301888,130,53,53
same-source,primary,Q0080,lits,MissingnessIndicators,map,0.8627272666078507,130,53,53
