regime,seed,query_id,method,nDCG@10
random,1,pancreas_329,OAKG,0.5672274908036508
random,1,pancreas_329,OAKG-Union,0.5672274908036508
random,1,pancreas_334,OAKG,0.0
random,1,pancreas_334,OAKG-Union,0.0
random,1,pancreas_345,OAKG,0.3354257508767642
random,1,pancreas_345,OAKG-Union,0.3354257508767642
random,1,pancreas_364,OAKG,0.31708532520472715
random,1,pancreas_364,OAKG-Union,0.31708532520472715
random,1,pancreas_366,OAKG,0.0
random,1,pancreas_366,OAKG-Union,0.0
random,1,pancreas_372,OAKG,1.0
random,1,pancreas_372,OAKG-Union,1.0
random,1,pancreas_377,OAKG,0.685035554235118
random,1,pancreas_377,OAKG-Union,0.685035554235118
random,1,pancreas_386,OAKG,0.0
random,1,pancreas_386,OAKG-Union,0.0
random,1,pancreas_387,OAKG,0.14285714285714285
random,1,pancreas_387,OAKG-Union,0.14285714285714285
random,1,pancreas_391,OAKG,1.0
random,1,pancreas_391,OAKG-Union,1.0
random,1,pancreas_409,OAKG,0.0
random,1,pancreas_409,OAKG-Union,0.0
random,1,LiTs-014,OAKG,0.0
random,1,LiTs-014,OAKG-Union,0.0
random,1,LiTs-015,OAKG,0.0
random,1,LiTs-015,OAKG-Union,0.0
random,1,LiTs-021,OAKG,1.0
random,1,LiTs-021,OAKG-Union,1.0
random,1,LiTs-022,OAKG,1.0
random,1,LiTs-022,OAKG-Union,1.0
random,1,LiTs-024,OAKG,0.009088684028421674
random,1,LiTs-024,OAKG-Union,0.009088684028421674
random,1,LiTs-041,OAKG,1.0
random,1,LiTs-041,OAKG-Union,1.0
random,1,LiTs-044,OAKG,0.6489315753318466
random,1,LiTs-044,OAKG-Union,0.6489315753318466
random,1,LiTs-045,OAKG,0.2329726085570736
random,1,LiTs-045,OAKG-Union,0.2329726085570736
random,1,LiTs-046,OAKG,0.0
random,1,LiTs-046,OAKG-Union,0.0
random,1,LiTs-047,OAKG,1.0
random,1,LiTs-047,OAKG-Union,1.0
random,1,LiTs-059,OAKG,1.0
random,1,LiTs-059,OAKG-Union,1.0
random,1,LiTs-066,OAKG,1.0
random,1,LiTs-066,OAKG-Union,1.0
random,1,LiTs-067,OAKG,0.013541194909935826
random,1,LiTs-067,OAKG-Union,0.013541194909935826
random,1,LiTs-076,OAKG,0.5933607200949346
random,1,LiTs-076,OAKG-Union,0.5933607200949346
random,1,LiTs-082,OAKG,0.2200917662980802
random,1,LiTs-082,OAKG-Union,0.2200917662980802
random,1,LiTs-083,OAKG,0.14285714285714285
random,1,LiTs-083,OAKG-Union,0.14285714285714285
random,1,LiTs-086,OAKG,0.314880130667631
random,1,LiTs-086,OAKG-Union,0.314880130667631
random,1,LiTs-087,OAKG,0.0
random,1,LiTs-087,OAKG-Union,0.0
random,1,LiTs-089,OAKG,0.0
random,1,LiTs-089,OAKG-Union,0.0
random,1,LiTs-102,OAKG,0.5473983622993501
random,1,LiTs-102,OAKG-Union,0.5473983622993501
random,1,LiTs-104,OAKG,1.0
random,1,LiTs-104,OAKG-Union,1.0
random,1,LiTs-105,OAKG,1.0
random,1,LiTs-105,OAKG-Union,1.0
random,1,LiTs-111,OAKG,0.35459765152630157
random,1,LiTs-111,OAKG-Union,0.35459765152630157
random,1,LiTs-128,OAKG,0.5803013296579812
random,1,LiTs-128,OAKG-Union,0.5803013296579812
random,1,LiTs-130,OAKG,1.0
random,1,LiTs-130,OAKG-Union,1.0
random,1,FLARE22_Tr_0006,OAKG,0.24071231447420302
random,1,FLARE22_Tr_0006,OAKG-Union,0.24071231447420302
random,1,FLARE22_Tr_0010,OAKG,0.10470711036051898
random,1,FLARE22_Tr_0010,OAKG-Union,0.10470711036051898
random,1,FLARE22_Tr_0011,OAKG,0.4409203293308675
random,1,FLARE22_Tr_0011,OAKG-Union,0.43828689407543014
random,1,FLARE22_Tr_0014,OAKG,0.3660246186928026
random,1,FLARE22_Tr_0014,OAKG-Union,0.3660246186928026
random,1,FLARE22_Tr_0018,OAKG,0.5314700499698524
random,1,FLARE22_Tr_0018,OAKG-Union,0.5314700499698524
random,1,FLARE22_Tr_0021,OAKG,0.25891979123845676
random,1,FLARE22_Tr_0021,OAKG-Union,0.25891979123845676
random,1,FLARE22_Tr_0025,OAKG,0.20829366581033182
random,1,FLARE22_Tr_0025,OAKG-Union,0.20829366581033182
random,1,FLARE22_Tr_0028,OAKG,0.2551731929004313
random,1,FLARE22_Tr_0028,OAKG-Union,0.2551731929004313
random,1,FLARE22_Tr_0031,OAKG,0.20827328063201608
random,1,FLARE22_Tr_0031,OAKG-Union,0.20827328063201608
random,1,FLARE22_Tr_0036,OAKG,0.6923249627100274
random,1,FLARE22_Tr_0036,OAKG-Union,0.6923249627100274
random,1,FLARE22_Tr_0038,OAKG,0.2375835084056881
random,1,FLARE22_Tr_0038,OAKG-Union,0.3012042966046399
random,1,FLARE22_Tr_0043,OAKG,0.22400556151517556
random,1,FLARE22_Tr_0043,OAKG-Union,0.2308019077621657
random,1,FLARE22_Tr_0045,OAKG,0.5385049170750259
random,1,FLARE22_Tr_0045,OAKG-Union,0.593037021245556
random,1,FLARE22_Tr_0050,OAKG,0.33553519919639485
random,1,FLARE22_Tr_0050,OAKG-Union,0.33553519919639485
random,1,FLARETs_0003,OAKG,0.13698471029831177
random,1,FLARETs_0003,OAKG-Union,0.13698471029831177
random,1,FLARETs_0006,OAKG,0.43413529976820153
random,1,FLARETs_0006,OAKG-Union,0.43413529976820153
random,1,FLARETs_0021,OAKG,0.34142634827156987
random,1,FLARETs_0021,OAKG-Union,0.34142634827156987
random,1,FLARETs_0023,OAKG,0.41777956319112325
random,1,FLARETs_0023,OAKG-Union,0.17366667134799182
random,1,FLARETs_0024,OAKG,0.5421340812899599
random,1,FLARETs_0024,OAKG-Union,0.5421340812899599
random,1,FLARETs_0033,OAKG,0.5309999066793252
random,1,FLARETs_0033,OAKG-Union,0.5309999066793252
random,1,FLARETs_0034,OAKG,0.22674921752254473
random,1,FLARETs_0034,OAKG-Union,0.21766053349412307
random,1,FLARETs_0035,OAKG,0.6300426811446147
random,1,FLARETs_0035,OAKG-Union,0.6300426811446147
random,1,FLARETs_0036,OAKG,0.483958459305121
random,1,FLARETs_0036,OAKG-Union,0.483958459305121
random,1,FLARETs_0039,OAKG,0.17662477568573415
random,1,FLARETs_0039,OAKG-Union,0.17662477568573415
random,1,FLARETs_0044,OAKG,0.24918821407429026
random,1,FLARETs_0044,OAKG-Union,0.2179891514948706
random,1,FLARETs_0050,OAKG,0.2869876741162093
random,1,FLARETs_0050,OAKG-Union,0.2869876741162093
random,2,pancreas_001,OAKG,1.0
random,2,pancreas_001,OAKG-Union,1.0
random,2,pancreas_012,OAKG,0.21306158485699
random,2,pancreas_012,OAKG-Union,0.21306158485699
random,2,pancreas_042,OAKG,0.0
random,2,pancreas_042,OAKG-Union,0.0
random,2,pancreas_058,OAKG,0.0
random,2,pancreas_058,OAKG-Union,0.0
random,2,pancreas_077,OAKG,0.0
random,2,pancreas_077,OAKG-Union,0.0
random,2,pancreas_080,OAKG,0.5668339904824009
random,2,pancreas_080,OAKG-Union,0.5668339904824009
random,2,pancreas_081,OAKG,0.3425479501917774
random,2,pancreas_081,OAKG-Union,0.3425479501917774
random,2,pancreas_084,OAKG,1.0
random,2,pancreas_084,OAKG-Union,1.0
random,2,pancreas_086,OAKG,0.8515543142729491
random,2,pancreas_086,OAKG-Union,0.8515543142729491
random,2,pancreas_089,OAKG,0.7221746306981013
random,2,pancreas_089,OAKG-Union,0.7221746306981013
random,2,pancreas_091,OAKG,1.0
random,2,pancreas_091,OAKG-Union,1.0
random,2,pancreas_092,OAKG,0.21819512777735
random,2,pancreas_092,OAKG-Union,0.21819512777735
random,2,pancreas_094,OAKG,1.0
random,2,pancreas_094,OAKG-Union,1.0
random,2,pancreas_104,OAKG,0.14285714285714285
random,2,pancreas_104,OAKG-Union,0.14285714285714285
random,2,pancreas_110,OAKG,1.0
random,2,pancreas_110,OAKG-Union,1.0
random,2,pancreas_113,OAKG,0.9371166382005486
random,2,pancreas_113,OAKG-Union,0.9371166382005486
random,2,pancreas_114,OAKG,0.0
random,2,pancreas_114,OAKG-Union,0.0
random,2,pancreas_117,OAKG,0.4309322110679313
random,2,pancreas_117,OAKG-Union,0.4309322110679313
random,2,pancreas_119,OAKG,0.94546789582947
random,2,pancreas_119,OAKG-Union,0.94546789582947
random,2,pancreas_120,OAKG,0.0
random,2,pancreas_120,OAKG-Union,0.0
random,2,pancreas_124,OAKG,0.9363792118010483
random,2,pancreas_124,OAKG-Union,0.9363792118010483
random,2,pancreas_130,OAKG,0.31708532520472715
random,2,pancreas_130,OAKG-Union,0.31708532520472715
random,2,pancreas_131,OAKG,0.31708532520472715
random,2,pancreas_131,OAKG-Union,0.31708532520472715
random,2,pancreas_159,OAKG,0.15090863280404943
random,2,pancreas_159,OAKG-Union,0.15090863280404943
random,2,pancreas_169,OAKG,0.0
random,2,pancreas_169,OAKG-Union,0.0
random,2,pancreas_186,OAKG,0.31708532520472715
random,2,pancreas_186,OAKG-Union,0.31708532520472715
random,2,pancreas_193,OAKG,0.637161318481177
random,2,pancreas_193,OAKG-Union,0.637161318481177
random,2,pancreas_199,OAKG,0.0
random,2,pancreas_199,OAKG-Union,0.0
random,2,pancreas_204,OAKG,0.0
random,2,pancreas_204,OAKG-Union,0.0
random,2,pancreas_207,OAKG,0.0
random,2,pancreas_207,OAKG-Union,0.0
random,2,pancreas_213,OAKG,0.0
random,2,pancreas_213,OAKG-Union,0.0
random,2,pancreas_214,OAKG,0.0
random,2,pancreas_214,OAKG-Union,0.0
random,2,pancreas_229,OAKG,0.0
random,2,pancreas_229,OAKG-Union,0.0
random,2,pancreas_244,OAKG,1.0
random,2,pancreas_244,OAKG-Union,1.0
random,2,pancreas_246,OAKG,1.0
random,2,pancreas_246,OAKG-Union,1.0
random,2,pancreas_255,OAKG,0.41939799988819826
random,2,pancreas_255,OAKG-Union,0.41939799988819826
random,2,pancreas_258,OAKG,1.0
random,2,pancreas_258,OAKG-Union,1.0
random,2,pancreas_266,OAKG,0.6261043923059076
random,2,pancreas_266,OAKG-Union,0.6261043923059076
random,2,pancreas_269,OAKG,0.24789885215535917
random,2,pancreas_269,OAKG-Union,0.24789885215535917
random,2,pancreas_280,OAKG,1.0
random,2,pancreas_280,OAKG-Union,1.0
random,2,pancreas_283,OAKG,1.0
random,2,pancreas_283,OAKG-Union,1.0
random,2,pancreas_289,OAKG,0.0
random,2,pancreas_289,OAKG-Union,0.0
random,2,pancreas_294,OAKG,0.5637884576902256
random,2,pancreas_294,OAKG-Union,0.5637884576902256
random,2,pancreas_297,OAKG,0.0
random,2,pancreas_297,OAKG-Union,0.0
random,2,pancreas_300,OAKG,0.0
random,2,pancreas_300,OAKG-Union,0.0
random,2,pancreas_303,OAKG,0.0
random,2,pancreas_303,OAKG-Union,0.0
random,2,pancreas_304,OAKG,0.01048056029990858
random,2,pancreas_304,OAKG-Union,0.01048056029990858
random,2,pancreas_315,OAKG,0.09031040361479109
random,2,pancreas_315,OAKG-Union,0.09031040361479109
random,2,pancreas_328,OAKG,0.0
random,2,pancreas_328,OAKG-Union,0.0
random,2,pancreas_329,OAKG,0.5672274908036508
random,2,pancreas_329,OAKG-Union,0.5672274908036508
random,2,pancreas_334,OAKG,0.0
random,2,pancreas_334,OAKG-Union,0.0
random,2,pancreas_345,OAKG,0.3354257508767642
random,2,pancreas_345,OAKG-Union,0.3354257508767642
random,2,pancreas_364,OAKG,0.31708532520472715
random,2,pancreas_364,OAKG-Union,0.31708532520472715
random,2,pancreas_366,OAKG,0.0
random,2,pancreas_366,OAKG-Union,0.0
random,2,pancreas_372,OAKG,1.0
random,2,pancreas_372,OAKG-Union,1.0
random,2,pancreas_377,OAKG,0.685035554235118
random,2,pancreas_377,OAKG-Union,0.685035554235118
random,2,pancreas_386,OAKG,0.0
random,2,pancreas_386,OAKG-Union,0.0
random,2,pancreas_387,OAKG,0.14285714285714285
random,2,pancreas_387,OAKG-Union,0.14285714285714285
random,2,pancreas_391,OAKG,1.0
random,2,pancreas_391,OAKG-Union,1.0
random,2,pancreas_409,OAKG,0.0
random,2,pancreas_409,OAKG-Union,0.0
random,2,LiTs-014,OAKG,0.0
random,2,LiTs-014,OAKG-Union,0.0
random,2,LiTs-015,OAKG,0.0
random,2,LiTs-015,OAKG-Union,0.0
random,2,LiTs-021,OAKG,1.0
random,2,LiTs-021,OAKG-Union,1.0
random,2,LiTs-022,OAKG,1.0
random,2,LiTs-022,OAKG-Union,1.0
random,2,LiTs-024,OAKG,0.009088684028421674
random,2,LiTs-024,OAKG-Union,0.009088684028421674
random,2,LiTs-041,OAKG,1.0
random,2,LiTs-041,OAKG-Union,1.0
random,2,LiTs-044,OAKG,0.6489315753318466
random,2,LiTs-044,OAKG-Union,0.6489315753318466
random,2,LiTs-045,OAKG,0.2329726085570736
random,2,LiTs-045,OAKG-Union,0.2329726085570736
random,2,LiTs-046,OAKG,0.0
random,2,LiTs-046,OAKG-Union,0.0
random,2,LiTs-047,OAKG,1.0
random,2,LiTs-047,OAKG-Union,1.0
random,2,LiTs-059,OAKG,1.0
random,2,LiTs-059,OAKG-Union,1.0
random,2,LiTs-066,OAKG,1.0
random,2,LiTs-066,OAKG-Union,1.0
random,2,LiTs-067,OAKG,0.013541194909935826
random,2,LiTs-067,OAKG-Union,0.013541194909935826
random,2,LiTs-076,OAKG,0.5933607200949346
random,2,LiTs-076,OAKG-Union,0.5933607200949346
random,2,LiTs-082,OAKG,0.2200917662980802
random,2,LiTs-082,OAKG-Union,0.2200917662980802
random,2,LiTs-083,OAKG,0.14285714285714285
random,2,LiTs-083,OAKG-Union,0.14285714285714285
random,2,LiTs-086,OAKG,0.314880130667631
random,2,LiTs-086,OAKG-Union,0.314880130667631
random,2,LiTs-087,OAKG,0.0
random,2,LiTs-087,OAKG-Union,0.0
random,2,LiTs-089,OAKG,0.0
random,2,LiTs-089,OAKG-Union,0.0
random,2,LiTs-102,OAKG,0.5473983622993501
random,2,LiTs-102,OAKG-Union,0.5473983622993501
random,2,LiTs-104,OAKG,1.0
random,2,LiTs-104,OAKG-Union,1.0
random,2,LiTs-105,OAKG,1.0
random,2,LiTs-105,OAKG-Union,1.0
random,2,LiTs-111,OAKG,0.35459765152630157
random,2,LiTs-111,OAKG-Union,0.35459765152630157
random,2,LiTs-128,OAKG,0.5803013296579812
random,2,LiTs-128,OAKG-Union,0.5803013296579812
random,2,LiTs-130,OAKG,1.0
random,2,LiTs-130,OAKG-Union,1.0
random,2,FLARE22_Tr_0006,OAKG,0.34180072382873317
random,2,FLARE22_Tr_0006,OAKG-Union,0.34180072382873317
random,2,FLARE22_Tr_0010,OAKG,0.43829583882044937
random,2,FLARE22_Tr_0010,OAKG-Union,0.43829583882044937
random,2,FLARE22_Tr_0011,OAKG,0.1951890007906611
random,2,FLARE22_Tr_0011,OAKG-Union,0.1951890007906611
random,2,FLARE22_Tr_0014,OAKG,0.21813805151894805
random,2,FLARE22_Tr_0014,OAKG-Union,0.21813805151894805
random,2,FLARE22_Tr_0018,OAKG,0.3079460441132198
random,2,FLARE22_Tr_0018,OAKG-Union,0.24169182065883077
random,2,FLARE22_Tr_0021,OAKG,0.5468988731642694
random,2,FLARE22_Tr_0021,OAKG-Union,0.5468988731642694
random,2,FLARE22_Tr_0025,OAKG,0.2032389337527008
random,2,FLARE22_Tr_0025,OAKG-Union,0.2032389337527008
random,2,FLARE22_Tr_0028,OAKG,0.3198777255663695
random,2,FLARE22_Tr_0028,OAKG-Union,0.3198777255663695
random,2,FLARE22_Tr_0031,OAKG,0.18601602047812402
random,2,FLARE22_Tr_0031,OAKG-Union,0.18601602047812402
random,2,FLARE22_Tr_0036,OAKG,0.7518374386558365
random,2,FLARE22_Tr_0036,OAKG-Union,0.7518374386558365
random,2,FLARE22_Tr_0038,OAKG,0.14279514403613733
random,2,FLARE22_Tr_0038,OAKG-Union,0.14279514403613733
random,2,FLARE22_Tr_0043,OAKG,0.3732322018162777
random,2,FLARE22_Tr_0043,OAKG-Union,0.3732322018162777
random,2,FLARE22_Tr_0045,OAKG,0.6528077997513614
random,2,FLARE22_Tr_0045,OAKG-Union,0.6528077997513614
random,2,FLARE22_Tr_0050,OAKG,0.1493430041734631
random,2,FLARE22_Tr_0050,OAKG-Union,0.1493430041734631
random,2,FLARETs_0003,OAKG,0.19930623359011804
random,2,FLARETs_0003,OAKG-Union,0.19930623359011804
random,2,FLARETs_0006,OAKG,0.5914551792841343
random,2,FLARETs_0006,OAKG-Union,0.4817012290861747
random,2,FLARETs_0021,OAKG,0.2907320755836621
random,2,FLARETs_0021,OAKG-Union,0.2907320755836621
random,2,FLARETs_0023,OAKG,0.19207571057903228
random,2,FLARETs_0023,OAKG-Union,0.19207571057903228
random,2,FLARETs_0024,OAKG,0.8156987463186042
random,2,FLARETs_0024,OAKG-Union,0.8156987463186042
random,2,FLARETs_0033,OAKG,0.37183505243062814
random,2,FLARETs_0033,OAKG-Union,0.4354558406295799
random,2,FLARETs_0034,OAKG,0.04191954049313611
random,2,FLARETs_0034,OAKG-Union,0.04191954049313611
random,2,FLARETs_0035,OAKG,0.37148910739409025
random,2,FLARETs_0035,OAKG-Union,0.37148910739409025
random,2,FLARETs_0036,OAKG,0.4311551947161753
random,2,FLARETs_0036,OAKG-Union,0.4311551947161753
random,2,FLARETs_0039,OAKG,0.3721002581181708
random,2,FLARETs_0039,OAKG-Union,0.3721002581181708
random,2,FLARETs_0044,OAKG,0.28228822368421924
random,2,FLARETs_0044,OAKG-Union,0.2610716295428262
random,2,FLARETs_0050,OAKG,0.32773481836363566
random,2,FLARETs_0050,OAKG-Union,0.32773481836363566
random,3,pancreas_001,OAKG,1.0
random,3,pancreas_001,OAKG-Union,1.0
random,3,pancreas_012,OAKG,0.19188098694418135
random,3,pancreas_012,OAKG-Union,0.21306158485699
random,3,pancreas_042,OAKG,0.0
random,3,pancreas_042,OAKG-Union,0.0
random,3,pancreas_058,OAKG,0.0
random,3,pancreas_058,OAKG-Union,0.0
random,3,pancreas_077,OAKG,0.0
random,3,pancreas_077,OAKG-Union,0.0
random,3,pancreas_080,OAKG,0.5668339904824009
random,3,pancreas_080,OAKG-Union,0.5668339904824009
random,3,pancreas_081,OAKG,0.3425479501917774
random,3,pancreas_081,OAKG-Union,0.3425479501917774
random,3,pancreas_084,OAKG,1.0
random,3,pancreas_084,OAKG-Union,1.0
random,3,pancreas_086,OAKG,0.8515543142729491
random,3,pancreas_086,OAKG-Union,0.8515543142729491
random,3,pancreas_089,OAKG,0.6056855863073728
random,3,pancreas_089,OAKG-Union,0.7221746306981013
random,3,pancreas_091,OAKG,1.0
random,3,pancreas_091,OAKG-Union,1.0
random,3,pancreas_092,OAKG,0.21819512777735
random,3,pancreas_092,OAKG-Union,0.21819512777735
random,3,pancreas_094,OAKG,1.0
random,3,pancreas_094,OAKG-Union,1.0
random,3,pancreas_104,OAKG,0.1306938403369113
random,3,pancreas_104,OAKG-Union,0.14285714285714285
random,3,pancreas_110,OAKG,0.9363792118010483
random,3,pancreas_110,OAKG-Union,1.0
random,3,pancreas_113,OAKG,0.9371166382005486
random,3,pancreas_113,OAKG-Union,0.9371166382005486
random,3,pancreas_114,OAKG,0.0
random,3,pancreas_114,OAKG-Union,0.0
random,3,pancreas_117,OAKG,0.4309322110679313
random,3,pancreas_117,OAKG-Union,0.4309322110679313
random,3,pancreas_119,OAKG,0.8113499146016455
random,3,pancreas_119,OAKG-Union,0.94546789582947
random,3,pancreas_120,OAKG,0.0
random,3,pancreas_120,OAKG-Union,0.0
random,3,pancreas_124,OAKG,0.8611375561264455
random,3,pancreas_124,OAKG-Union,0.9363792118010483
random,3,pancreas_130,OAKG,0.31708532520472715
random,3,pancreas_130,OAKG-Union,0.31708532520472715
random,3,pancreas_131,OAKG,0.27305408203035797
random,3,pancreas_131,OAKG-Union,0.31708532520472715
random,3,pancreas_159,OAKG,0.15090863280404943
random,3,pancreas_159,OAKG-Union,0.15090863280404943
random,3,pancreas_169,OAKG,0.0
random,3,pancreas_169,OAKG-Union,0.0
random,3,pancreas_186,OAKG,0.20326621273884843
random,3,pancreas_186,OAKG-Union,0.31708532520472715
random,3,pancreas_193,OAKG,0.637161318481177
random,3,pancreas_193,OAKG-Union,0.637161318481177
random,3,pancreas_199,OAKG,0.0
random,3,pancreas_199,OAKG-Union,0.0
random,3,pancreas_204,OAKG,0.0
random,3,pancreas_204,OAKG-Union,0.0
random,3,pancreas_207,OAKG,0.0
random,3,pancreas_207,OAKG-Union,0.0
random,3,pancreas_213,OAKG,0.0
random,3,pancreas_213,OAKG-Union,0.0
random,3,pancreas_214,OAKG,0.0
random,3,pancreas_214,OAKG-Union,0.0
random,3,pancreas_229,OAKG,0.0
random,3,pancreas_229,OAKG-Union,0.0
random,3,pancreas_244,OAKG,1.0
random,3,pancreas_244,OAKG-Union,1.0
random,3,pancreas_246,OAKG,1.0
random,3,pancreas_246,OAKG-Union,1.0
random,3,pancreas_255,OAKG,0.41939799988819826
random,3,pancreas_255,OAKG-Union,0.41939799988819826
random,3,pancreas_258,OAKG,0.9305687780632227
random,3,pancreas_258,OAKG-Union,1.0
random,3,pancreas_266,OAKG,0.4073285135230984
random,3,pancreas_266,OAKG-Union,0.6261043923059076
random,3,pancreas_269,OAKG,0.20143027330840504
random,3,pancreas_269,OAKG-Union,0.24789885215535917
random,3,pancreas_280,OAKG,1.0
random,3,pancreas_280,OAKG-Union,1.0
random,3,pancreas_283,OAKG,1.0
random,3,pancreas_283,OAKG-Union,1.0
random,3,pancreas_289,OAKG,0.0
random,3,pancreas_289,OAKG-Union,0.0
random,3,pancreas_294,OAKG,0.5541432109622958
random,3,pancreas_294,OAKG-Union,0.5637884576902256
random,3,pancreas_297,OAKG,0.0
random,3,pancreas_297,OAKG-Union,0.0
random,3,pancreas_300,OAKG,0.0
random,3,pancreas_300,OAKG-Union,0.0
random,3,pancreas_303,OAKG,0.0
random,3,pancreas_303,OAKG-Union,0.0
random,3,pancreas_304,OAKG,0.01048056029990858
random,3,pancreas_304,OAKG-Union,0.01048056029990858
random,3,pancreas_315,OAKG,0.09031040361479109
random,3,pancreas_315,OAKG-Union,0.09031040361479109
random,3,pancreas_328,OAKG,0.0
random,3,pancreas_328,OAKG-Union,0.0
random,3,pancreas_329,OAKG,0.5672274908036508
random,3,pancreas_329,OAKG-Union,0.5672274908036508
random,3,pancreas_334,OAKG,0.0
random,3,pancreas_334,OAKG-Union,0.0
random,3,pancreas_345,OAKG,0.3354257508767642
random,3,pancreas_345,OAKG-Union,0.3354257508767642
random,3,pancreas_364,OAKG,0.1812505911516638
random,3,pancreas_364,OAKG-Union,0.31708532520472715
random,3,pancreas_366,OAKG,0.0
random,3,pancreas_366,OAKG-Union,0.0
random,3,pancreas_372,OAKG,1.0
random,3,pancreas_372,OAKG-Union,1.0
random,3,pancreas_377,OAKG,0.685035554235118
random,3,pancreas_377,OAKG-Union,0.685035554235118
random,3,pancreas_386,OAKG,0.0
random,3,pancreas_386,OAKG-Union,0.0
random,3,pancreas_387,OAKG,0.1230196508752065
random,3,pancreas_387,OAKG-Union,0.14285714285714285
random,3,pancreas_391,OAKG,0.34210137762625537
random,3,pancreas_391,OAKG-Union,1.0
random,3,pancreas_409,OAKG,0.0
random,3,pancreas_409,OAKG-Union,0.0
random,3,LiTs-014,OAKG,0.0
random,3,LiTs-014,OAKG-Union,0.0
random,3,LiTs-015,OAKG,0.0
random,3,LiTs-015,OAKG-Union,0.0
random,3,LiTs-021,OAKG,1.0
random,3,LiTs-021,OAKG-Union,1.0
random,3,LiTs-022,OAKG,1.0
random,3,LiTs-022,OAKG-Union,1.0
random,3,LiTs-024,OAKG,0.009088684028421674
random,3,LiTs-024,OAKG-Union,0.009088684028421674
random,3,LiTs-041,OAKG,1.0
random,3,LiTs-041,OAKG-Union,1.0
random,3,LiTs-044,OAKG,0.6489315753318466
random,3,LiTs-044,OAKG-Union,0.6489315753318466
random,3,LiTs-045,OAKG,0.2329726085570736
random,3,LiTs-045,OAKG-Union,0.2329726085570736
random,3,LiTs-046,OAKG,0.0
random,3,LiTs-046,OAKG-Union,0.0
random,3,LiTs-047,OAKG,1.0
random,3,LiTs-047,OAKG-Union,1.0
random,3,LiTs-059,OAKG,1.0
random,3,LiTs-059,OAKG-Union,1.0
random,3,LiTs-066,OAKG,1.0
random,3,LiTs-066,OAKG-Union,1.0
random,3,LiTs-067,OAKG,0.013541194909935826
random,3,LiTs-067,OAKG-Union,0.013541194909935826
random,3,LiTs-076,OAKG,0.5933607200949346
random,3,LiTs-076,OAKG-Union,0.5933607200949346
random,3,LiTs-082,OAKG,0.13886244387355454
random,3,LiTs-082,OAKG-Union,0.2200917662980802
random,3,LiTs-083,OAKG,0.14285714285714285
random,3,LiTs-083,OAKG-Union,0.14285714285714285
random,3,LiTs-086,OAKG,0.16421958630632807
random,3,LiTs-086,OAKG-Union,0.314880130667631
random,3,LiTs-087,OAKG,0.06625422345438904
random,3,LiTs-087,OAKG-Union,0.22476126319537013
random,3,LiTs-089,OAKG,0.0
random,3,LiTs-089,OAKG-Union,0.0
random,3,LiTs-102,OAKG,0.46934254825794314
random,3,LiTs-102,OAKG-Union,0.5473983622993501
random,3,LiTs-104,OAKG,1.0
random,3,LiTs-104,OAKG-Union,1.0
random,3,LiTs-105,OAKG,1.0
random,3,LiTs-105,OAKG-Union,0.857980942822373
random,3,LiTs-111,OAKG,0.2521751073628412
random,3,LiTs-111,OAKG-Union,0.35459765152630157
random,3,LiTs-128,OAKG,0.2415114629958137
random,3,LiTs-128,OAKG-Union,0.5803013296579812
random,3,LiTs-130,OAKG,0.30887207873939243
random,3,LiTs-130,OAKG-Union,1.0
random,3,FLARE22_Tr_0006,OAKG,0.2090588564335493
random,3,FLARE22_Tr_0006,OAKG-Union,0.2090588564335493
random,3,FLARE22_Tr_0010,OAKG,0.17366667134799182
random,3,FLARE22_Tr_0010,OAKG-Union,0.646138683827429
random,3,FLARE22_Tr_0011,OAKG,0.0
random,3,FLARE22_Tr_0011,OAKG-Union,0.0
random,3,FLARE22_Tr_0014,OAKG,0.2682491024469036
random,3,FLARE22_Tr_0014,OAKG-Union,0.2682491024469036
random,3,FLARE22_Tr_0018,OAKG,0.41209602876309137
random,3,FLARE22_Tr_0018,OAKG-Union,0.5651506488264089
random,3,FLARE22_Tr_0021,OAKG,0.23909919631747004
random,3,FLARE22_Tr_0021,OAKG-Union,0.23909919631747004
random,3,FLARE22_Tr_0025,OAKG,0.24355227021012352
random,3,FLARE22_Tr_0025,OAKG-Union,0.24355227021012352
random,3,FLARE22_Tr_0028,OAKG,0.5092735524444503
random,3,FLARE22_Tr_0028,OAKG-Union,0.5092735524444503
random,3,FLARE22_Tr_0031,OAKG,0.38730167481210276
random,3,FLARE22_Tr_0031,OAKG-Union,0.38730167481210276
random,3,FLARE22_Tr_0036,OAKG,0.4190904992473897
random,3,FLARE22_Tr_0036,OAKG-Union,0.4190904992473897
random,3,FLARE22_Tr_0038,OAKG,0.5919268187287084
random,3,FLARE22_Tr_0038,OAKG-Union,0.7720617383222417
random,3,FLARE22_Tr_0043,OAKG,0.0
random,3,FLARE22_Tr_0043,OAKG-Union,0.0
random,3,FLARE22_Tr_0045,OAKG,0.619345147588638
random,3,FLARE22_Tr_0045,OAKG-Union,0.619345147588638
random,3,FLARE22_Tr_0050,OAKG,0.40853248950665205
random,3,FLARE22_Tr_0050,OAKG-Union,0.4968721903913844
random,3,FLARETs_0003,OAKG,0.0
random,3,FLARETs_0003,OAKG-Union,0.0
random,3,FLARETs_0006,OAKG,0.4786071213299869
random,3,FLARETs_0006,OAKG-Union,0.4786071213299869
