Epoch,TrLoss,VaLoss,TrDice,VaDice,TrIoU,VaIoU
1,0.33497372076633464,0.25767289669740767,0.661681730210422,0.7450122918401446,0.5056746444519026,0.5958449358031863
2,0.2554590938141547,0.21513450003805615,0.7463354080556387,0.789468282744998,0.5997835368995207,0.6543394610995338
3,0.22031206305486611,0.20598163633119493,0.7847570866705423,0.7990282802354722,0.6494776446776218,0.6673324619020734
4,0.2029583117958293,0.1932305090484165,0.7988566580307053,0.8124304385412306,0.6686975467635925,0.6863149319376264
5,0.18582214554210744,0.18609536652054107,0.8185864062194365,0.8177098291260856,0.6956774881446218,0.693525717371986
6,0.18234650494463472,0.17796913853713445,0.8215582686734487,0.8267711486135211,0.7003233886985893,0.7066123769396827
7,0.16674191652830825,0.1665023671729224,0.8380843451224178,0.8410683018820626,0.7237805594880897,0.7271858425367446
8,0.1604687870895288,0.16239646467424573,0.845896831477981,0.84541897830509,0.735504001199481,0.7336367510613941
9,0.15095165169921265,0.16238336407002948,0.853997568768191,0.8462233146031698,0.7481497445379395,0.7350199818611145
10,0.1492712269256632,0.14751788122313364,0.852752140487533,0.8583225920086816,0.7456697408693382,0.7531833024252028
11,0.14715036678026958,0.14864682299750193,0.8561771041657551,0.8579284066245669,0.7501695464892559,0.752829182715643
12,0.13409337684153075,0.13846137906823838,0.8718564492392252,0.8672836678368705,0.7744037745946861,0.767060745330084
13,0.1375446118055338,0.13802278219234376,0.8658777338912688,0.8686048274948484,0.7656692648867527,0.7690348738715762
14,0.13079551665718298,0.13488984888508207,0.8746490568281656,0.8719494683401925,0.7790844332740967,0.7745067306927272
15,0.12732773144022527,0.13789452044736772,0.8767710827201246,0.8717282471202669,0.7825529216283775,0.773637919198899
16,0.1207189022013581,0.1278231910296849,0.8834187991647835,0.8789442834399995,0.7925635405692709,0.7853259217171442
17,0.11896604869559586,0.13078849478846505,0.8853190221700323,0.8752357363700867,0.7961403813706823,0.7792162866819472
